naif	1.0556640625^60	1712921439.62448835372924805	1712921443.96654891967773438
naif	1.1064453125^60	1712921480.08900213241577148	1712921484.49626541137695312
naif	1.013671875^60	1712921520.45760583877563477	1712921524.85021424293518066
naif	1.033203125^60	1712921560.92749643325805664	1712921565.24432563781738281
naif	1.0244140625^60	1712921601.15969276428222656	1712921605.51763677597045898
naif	1.1279296875^60	1712921641.60162711143493652	1712921645.94943046569824219
naif	1.1201171875^60	1712921682.10134792327880859	1712921686.36983537673950195
naif	1.0966796875^60	1712921722.49258279800415039	1712921726.78600859642028809
naif	1.1337890625^60	1712921762.64856004714965820	1712921767.02960824966430664
naif	1.1552734375^60	1712921803.14145946502685547	1712921807.47707939147949219
naif	1.01953125^60	1712921843.60429096221923828	1712921847.93115496635437012
naif	1.0791015625^60	1712921884.03972935676574707	1712921888.44272613525390625
naif	1.0830078125^60	1712921924.50513744354248047	1712921928.90660047531127930
naif	1.1142578125^60	1712921964.92400813102722168	1712921969.35486102104187012
naif	1.091796875^60	1712922005.37103533744812012	1712922009.69371557235717773
naif	1.140625^60	1712922045.86095166206359863	1712922050.26185178756713867
naif	1.1083984375^60	1712922086.26824116706848145	1712922090.62993240356445312
naif	1.0400390625^60	1712922126.46322584152221680	1712922130.91144752502441406
naif	1.1689453125^60	1712922166.81173563003540039	1712922171.11806750297546387
naif	1.0244140625^60	1712922207.13424158096313477	1712922211.54019522666931152
naif	1.1181640625^60	1712922247.46379923820495605	1712922251.79989600181579590
naif	1.1875^60	1712922287.79942917823791504	1712922292.18300032615661621
naif	1.076171875^60	1712922328.20491290092468262	1712922332.64933753013610840
naif	1.14453125^60	1712922368.58579087257385254	1712922372.98564243316650391
naif	1.080078125^60	1712922409.17425656318664551	1712922413.57753825187683105
naif	1.1494140625^60	1712922449.56605267524719238	1712922453.93742513656616211
naif	1.0234375^60	1712922489.72058558464050293	1712922494.15595197677612305
naif	1.05078125^60	1712922530.15357351303100586	1712922534.48658013343811035
naif	1.0556640625^60	1712922570.62289929389953613	1712922574.96035122871398926
naif	1.1083984375^60	1712922611.08381199836730957	1712922615.39809298515319824
naif	1.0712890625^60	1712922651.50897765159606934	1712922655.87226366996765137
naif	1.18359375^60	1712922691.96337294578552246	1712922696.33967113494873047
naif	1.041015625^60	1712922732.14060640335083008	1712922736.55363130569458008
naif	1.134765625^60	1712922772.69003677368164062	1712922777.05997085571289062
naif	1.0888671875^60	1712922812.97848606109619141	1712922817.28392982482910156
naif	1.037109375^60	1712922853.28658890724182129	1712922857.65094876289367676
naif	1.0986328125^60	1712922893.69069623947143555	1712922898.04062366485595703
naif	1.0439453125^60	1712922934.06664848327636719	1712922938.43805527687072754
naif	1.177734375^60	1712922974.32912111282348633	1712922978.64726328849792480
naif	1.12109375^60	1712923014.72594428062438965	1712923019.13525581359863281
naif	1.080078125^60	1712923055.28217601776123047	1712923059.58162045478820801
naif	1.0205078125^60	1712923095.65769767761230469	1712923100.05416250228881836
naif	1.140625^60	1712923136.19469046592712402	1712923140.53933405876159668
naif	1.0859375^60	1712923176.57284355163574219	1712923180.87205314636230469
naif	1.0849609375^60	1712923216.69245600700378418	1712923221.08569836616516113
naif	1.0361328125^60	1712923257.12287402153015137	1712923261.48370194435119629
naif	1.1396484375^60	1712923297.35185670852661133	1712923301.69766902923583984
naif	1.0654296875^60	1712923337.62725377082824707	1712923341.97528171539306641
naif	1.0234375^60	1712923378.10977721214294434	1712923382.58992004394531250
naif	1.10546875^60	1712923418.76276946067810059	1712923423.07603096961975098
