sum	1.0556640625*60	1712921435.25290131568908691	1712921439.62423968315124512
sum	1.1064453125*60	1712921475.70094108581542969	1712921480.08882761001586914
sum	1.013671875*60	1712921516.14898276329040527	1712921520.45741891860961914
sum	1.033203125*60	1712921556.59702968597412109	1712921560.92723035812377930
sum	1.0244140625*60	1712921596.78901958465576172	1712921601.15946245193481445
sum	1.1279296875*60	1712921637.23702597618103027	1712921641.60138630867004395
sum	1.1201171875*60	1712921677.68498039245605469	1712921682.10110473632812500
sum	1.0966796875*60	1712921718.13296103477478027	1712921722.49238133430480957
sum	1.1337890625*60	1712921758.32484459877014160	1712921762.64834904670715332
sum	1.1552734375*60	1712921798.77287721633911133	1712921803.14121913909912109
sum	1.01953125*60	1712921839.22071075439453125	1712921843.60410213470458984
sum	1.0791015625*60	1712921879.66897106170654297	1712921884.03948235511779785
sum	1.0830078125*60	1712921920.11702108383178711	1712921924.50495290756225586
sum	1.1142578125*60	1712921960.56503176689147949	1712921964.92376494407653809
sum	1.091796875*60	1712922001.01300668716430664	1712922005.37079191207885742
sum	1.140625*60	1712922041.46101427078247070	1712922045.86069226264953613
sum	1.1083984375*60	1712922081.90881657600402832	1712922086.26805996894836426
sum	1.0400390625*60	1712922122.10083079338073730	1712922126.46305942535400391
sum	1.1689453125*60	1712922162.54887294769287109	1712922166.81153130531311035
sum	1.0244140625*60	1712922202.74095368385314941	1712922207.13398575782775879
sum	1.1181640625*60	1712922243.18898844718933105	1712922247.46359658241271973
sum	1.1875*60	1712922283.38099217414855957	1712922287.79923105239868164
sum	1.076171875*60	1712922323.82903218269348145	1712922328.20473980903625488
sum	1.14453125*60	1712922364.27703809738159180	1712922368.58555126190185547
sum	1.080078125*60	1712922404.72506499290466309	1712922409.17399811744689941
sum	1.1494140625*60	1712922445.17302870750427246	1712922449.56582856178283691
sum	1.0234375*60	1712922485.36494517326354980	1712922489.72039389610290527
sum	1.05078125*60	1712922525.81284952163696289	1712922530.15337109565734863
sum	1.0556640625*60	1712922566.26090860366821289	1712922570.62269806861877441
sum	1.1083984375*60	1712922606.70894575119018555	1712922611.08355641365051270
sum	1.0712890625*60	1712922647.15698242187500000	1712922651.50877618789672852
sum	1.18359375*60	1712922687.60502910614013672	1712922691.96316576004028320
sum	1.041015625*60	1712922727.79706096649169922	1712922732.14036345481872559
sum	1.134765625*60	1712922768.24500679969787598	1712922772.68977594375610352
sum	1.0888671875*60	1712922808.69297218322753906	1712922812.97830319404602051
sum	1.037109375*60	1712922848.88497018814086914	1712922853.28634190559387207
sum	1.0986328125*60	1712922889.33285522460937500	1712922893.69046521186828613
sum	1.0439453125*60	1712922929.78090476989746094	1712922934.06639504432678223
sum	1.177734375*60	1712922969.97293710708618164	1712922974.32886672019958496
sum	1.12109375*60	1712923010.42097210884094238	1712923014.72570848464965820
sum	1.080078125*60	1712923050.86902332305908203	1712923055.28195858001708984
sum	1.0205078125*60	1712923091.31652641296386719	1712923095.65750503540039062
sum	1.140625*60	1712923131.76500725746154785	1712923136.19445109367370605
sum	1.0859375*60	1712923172.21299719810485840	1712923176.57266592979431152
sum	1.0849609375*60	1712923212.40496277809143066	1712923216.69226551055908203
sum	1.0361328125*60	1712923252.85284304618835449	1712923257.12266659736633301
sum	1.1396484375*60	1712923293.04488682746887207	1712923297.35162615776062012
sum	1.0654296875*60	1712923333.23690271377563477	1712923337.62700653076171875
sum	1.0234375*60	1712923373.68496298789978027	1712923378.10954236984252930
sum	1.10546875*60	1712923414.38900995254516602	1712923418.76256537437438965
