rapid	1.009765625^1000	1712926872.82988142967224121	1712926873.11306500434875488
rapid	1.0029296875^1000	1712926948.96807670593261719	1712926949.25057506561279297
rapid	1.005859375^1000	1712927025.59325599670410156	1712927025.87217545509338379
rapid	1.0068359375^1000	1712927109.44460678100585938	1712927109.72799420356750488
rapid	1.0068359375^1000	1712927186.03897190093994141	1712927186.32294583320617676
rapid	1.0078125^1000	1712927262.67344164848327637	1712927262.95675396919250488
rapid	1.0048828125^1000	1712927339.29192137718200684	1712927339.57081699371337891
rapid	1.0068359375^1000	1712927415.97253012657165527	1712927416.25900006294250488
rapid	1.0078125^1000	1712927492.49082136154174805	1712927492.77613258361816406
rapid	1.00390625^1000	1712927569.04041028022766113	1712927569.31629395484924316
rapid	1.0048828125^1000	1712927645.64391493797302246	1712927645.92291450500488281
rapid	1.0068359375^1000	1712927722.26935887336730957	1712927722.55355381965637207
rapid	1.0078125^1000	1712927798.91704082489013672	1712927799.19557309150695801
rapid	1.0078125^1000	1712927875.65566754341125488	1712927875.93562722206115723
rapid	1.009765625^1000	1712927951.97602272033691406	1712927952.26251721382141113
rapid	1.0087890625^1000	1712928028.34107947349548340	1712928028.61741209030151367
rapid	1.0087890625^1000	1712928105.26839947700500488	1712928105.54850935935974121
rapid	1.005859375^1000	1712928181.63251090049743652	1712928181.91689634323120117
rapid	1.00390625^1000	1712928257.79403877258300781	1712928258.07529711723327637
rapid	1.0087890625^1000	1712928334.21869063377380371	1712928334.49777340888977051
rapid	1.0029296875^1000	1712928411.17049169540405273	1712928411.44801259040832520
rapid	1.0087890625^1000	1712928487.39580988883972168	1712928487.68033456802368164
rapid	1.0029296875^1000	1712928563.72362256050109863	1712928564.00305128097534180
rapid	1.0078125^1000	1712928640.04777765274047852	1712928640.33120274543762207
rapid	1.009765625^1000	1712928716.51543092727661133	1712928716.79539537429809570
rapid	1.00390625^1000	1712928792.51655745506286621	1712928792.79400944709777832
rapid	1.0068359375^1000	1712928869.30682659149169922	1712928869.59087872505187988
rapid	1.001953125^1000	1712928952.86859178543090820	1712928953.15184426307678223
rapid	1.0029296875^1000	1712929029.14290237426757812	1712929029.42730641365051270
rapid	1.0068359375^1000	1712929105.79036021232604980	1712929106.07717561721801758
rapid	1.00390625^1000	1712929182.23873686790466309	1712929182.51587986946105957
rapid	1.00390625^1000	1712929258.71555995941162109	1712929258.99714493751525879
rapid	1.009765625^1000	1712929334.84221816062927246	1712929335.12893176078796387
rapid	1.0078125^1000	1712929411.28570318222045898	1712929411.56788229942321777
rapid	1.005859375^1000	1712929487.87903571128845215	1712929488.16443204879760742
rapid	1.001953125^1000	1712929564.19821000099182129	1712929564.47682332992553711
rapid	1.0078125^1000	1712929640.70027875900268555	1712929640.98510336875915527
rapid	1.0078125^1000	1712929717.14195537567138672	1712929717.42227339744567871
rapid	1.00390625^1000	1712929793.87942290306091309	1712929794.15933465957641602
rapid	1.0078125^1000	1712929870.36470198631286621	1712929870.64433002471923828
rapid	1.0029296875^1000	1712929947.66734051704406738	1712929947.95513916015625000
rapid	1.0048828125^1000	1712930023.89002633094787598	1712930024.17692112922668457
rapid	1.009765625^1000	1712930100.17735219001770020	1712930100.45625925064086914
rapid	1.0078125^1000	1712930176.18470072746276855	1712930176.46870613098144531
rapid	1.005859375^1000	1712930252.37604093551635742	1712930252.65903377532958984
rapid	1.0078125^1000	1712930328.72081565856933594	1712930328.99776673316955566
rapid	1.0078125^1000	1712930405.70821332931518555	1712930405.99406361579895020
rapid	1.005859375^1000	1712930482.47264170646667480	1712930482.74941277503967285
rapid	1.0009765625^1000	1712930558.94937610626220703	1712930559.22903156280517578
rapid	1.00390625^1000	1712930635.26818919181823730	1712930635.54716253280639648
