0 0	0.00000000000000000
5 .00000029698792782	0.00000005767102208
10 .00000062971436039	0.00000008986401049
15 .00000057336257643	0.00000006674807497
20 .00000100111101984	0.00000015232845190
25 .00000130645884935	0.00000007969166948
30 .00000114099401555	0.00000012718586569
35 .00000179549187883	0.00000057476464384
40 .00000239697976940	0.00000027663805738
45 .00000226014602154	0.00000031743442197
50 .00000212628096524	0.00000017983395264
55 .00000245047388827	0.00000008027336160
60 .00000227170194919	0.00000026055440602
65 .00000459212042829	0.00000105889365961
70 .00000404626555261	0.00000118761312470
75 .00000426751732738	0.00000129603156561
80 .00000430091658215	0.00000057201821335
85 .00000435555677971	0.00000039996899268
90 .00000452011907534	0.00000066286920251
95 .00000399447621180	0.00000047195185329
100 .00000424583456382	0.00000039065377936
105 .00000461103117113	0.00000019517045272
110 .00000523629149844	0.00000015893401349
115 .00000446969294389	0.00000024050779607
120 .00000569343993472	0.00000052443962425
125 .00000334388842023	0.00000039525517498
130 .00000886986874323	0.00000208442805030
135 .00000929022272243	0.00000215885000640
140 .00000992837426983	0.00000235290886219
145 .00000798938935657	0.00000263232052407
150 .00000896337892237	0.00000260386448140
155 .00000874166979800	0.00000296604046897
160 .00001001756371349	0.00000114374069257
165 .00000829103902885	0.00000112059581133
170 .00000908313723853	0.00000075876179181
175 .00000881941419264	0.00000135698105196
180 .00000826289327574	0.00000135321221353
185 .00000831807436625	0.00000092780047244
190 .00001004676457349	0.00000089663898395
195 .00000926991755612	0.00000066565015510
200 .00000863251326158	0.00000079515670627
