0	nan	nan	nan	nan	nan	nan	nan	nan
1	4.52136e-17	3.37244e-17	4.55219e-17	3.1434e-17	4.38732e-17	3.34307e-17	4.80856e-17	3.56961e-17
2	4.72915e-17	3.18314e-17	4.38669e-17	3.24275e-17	4.28292e-17	3.32094e-17	4.42845e-17	3.1726e-17
3	5.90046e-17	4.02352e-17	6.03581e-17	4.39089e-17	6.48238e-17	4.27922e-17	6.53355e-17	4.67157e-17
4	4.3764e-17	3.33524e-17	4.66433e-17	3.05571e-17	4.42717e-17	3.17566e-17	4.51547e-17	3.31847e-17
5	7.47833e-17	4.92932e-17	7.08439e-17	4.86564e-17	6.00856e-17	4.36272e-17	7.30358e-17	5.31908e-17
6	5.36547e-17	3.7351e-17	6.36797e-17	4.6014e-17	5.66838e-17	4.1917e-17	5.66774e-17	4.24578e-17
7	5.6082e-17	3.76835e-17	5.82236e-17	3.59067e-17	5.16095e-17	3.74862e-17	5.12823e-17	3.89338e-17
8	4.66545e-17	3.46638e-17	4.66857e-17	3.01362e-17	5.61073e-17	3.57099e-17	4.75175e-17	3.07458e-17
9	4.49774e-17	3.00971e-17	4.01555e-17	2.79258e-17	3.78801e-17	2.73334e-17	3.96515e-17	2.77067e-17
10	7.12954e-17	4.9248e-17	7.62694e-17	5.62952e-17	7.91047e-17	5.62864e-17	6.93238e-17	4.99726e-17
11	6.72824e-17	4.49774e-17	6.47674e-17	4.33716e-17	6.47594e-17	4.36311e-17	6.16576e-17	4.215e-17
12	6.17721e-17	4.1729e-17	5.64602e-17	4.38603e-17	5.65545e-17	4.01852e-17	5.53858e-17	4.30308e-17
13	5.96507e-17	4.20187e-17	5.61254e-17	3.71161e-17	5.34524e-17	3.75836e-17	5.68045e-17	3.92131e-17
14	4.54934e-17	3.62259e-17	5.20556e-17	3.53972e-17	5.7754e-17	3.94849e-17	5.51412e-17	3.58686e-17
15	5.29618e-17	3.51827e-17	4.48031e-17	3.43483e-17	4.38922e-17	3.16703e-17	5.16101e-17	3.69059e-17
16	5.12179e-17	3.56252e-17	4.4518e-17	3.0902e-17	4.96939e-17	3.43671e-17	4.5025e-17	3.41344e-17
17	3.96005e-17	2.71456e-17	3.96991e-17	3.04803e-17	4.32274e-17	3.00881e-17	4.65893e-17	2.95089e-17
18	4.11866e-17	3.10405e-17	3.8979e-17	2.74939e-17	3.88763e-17	2.79005e-17	3.80383e-17	2.73777e-17
19	3.77186e-17	2.75869e-17	4.54223e-17	2.82656e-17	3.83627e-17	2.8308e-17	3.98372e-17	2.89365e-17
