           0.793 (11.293 %)
           0.008 ( 0.117 %)
           0.008 ( 0.116 %)
           0.005 ( 0.069 %)
           0.002 ( 0.033 %)
           0.007 ( 0.109 %)
           0.006 ( 0.093 %)
           0.309 ( 4.653 %)
           0.006 ( 0.086 %)
           0.526 ( 7.881 %)
           0.003 ( 0.050 %)
           0.007 ( 0.107 %)
           0.006 ( 0.098 %)
           1.350 (19.022 %)
           0.006 ( 0.087 %)
           0.755 (11.269 %)
           0.008 ( 0.125 %)
           0.023 ( 0.353 %)
           0.005 ( 0.078 %)
           0.005 ( 0.069 %)
           0.005 ( 0.078 %)
           2.388 (30.721 %)
           0.006 ( 0.085 %)
           0.004 ( 0.066 %)
           0.771 (11.509 %)
           0.003 ( 0.049 %)
           0.993 (14.480 %)
           0.002 ( 0.029 %)
           0.004 ( 0.064 %)
           0.006 ( 0.092 %)
           0.004 ( 0.066 %)
           0.005 ( 0.082 %)
           0.008 ( 0.118 %)
           0.005 ( 0.076 %)
           0.003 ( 0.050 %)
           0.680 (10.181 %)
           0.008 ( 0.121 %)
           0.001 ( 0.019 %)
           0.007 ( 0.106 %)
           0.006 ( 0.093 %)
           0.038 ( 0.585 %)
           0.008 ( 0.123 %)
           0.008 ( 0.121 %)
           0.004 ( 0.067 %)
           0.005 ( 0.078 %)
           0.002 ( 0.027 %)
           0.076 ( 1.156 %)
           0.005 ( 0.080 %)
           0.005 ( 0.082 %)
           0.006 ( 0.094 %)
           0.657 ( 9.785 %)
           0.033 ( 0.506 %)
           0.007 ( 0.106 %)
           0.093 ( 1.412 %)
           0.005 ( 0.081 %)
           0.174 ( 2.644 %)
           0.005 ( 0.072 %)
           0.008 ( 0.125 %)
           0.005 ( 0.070 %)
           0.007 ( 0.114 %)
           0.005 ( 0.081 %)
           0.007 ( 0.107 %)
           0.008 ( 0.115 %)
           0.008 ( 0.124 %)
           0.008 ( 0.126 %)
           0.004 ( 0.066 %)
           0.004 ( 0.065 %)
           0.004 ( 0.065 %)
           0.004 ( 0.067 %)
           0.003 ( 0.053 %)
           0.007 ( 0.106 %)
           0.020 ( 0.311 %)
           0.002 ( 0.027 %)
           0.002 ( 0.033 %)
           0.006 ( 0.090 %)
           0.207 ( 3.132 %)
           0.004 ( 0.065 %)
           0.007 ( 0.110 %)
           0.007 ( 0.104 %)
           0.010 ( 0.145 %)
           0.456 ( 6.821 %)
           0.004 ( 0.068 %)
           0.003 ( 0.048 %)
           0.008 ( 0.118 %)
           0.006 ( 0.089 %)
           0.004 ( 0.068 %)
           0.007 ( 0.106 %)
           0.008 ( 0.119 %)
           0.097 ( 1.474 %)
           0.065 ( 0.987 %)
           0.005 ( 0.083 %)
           0.006 ( 0.091 %)
           0.005 ( 0.079 %)
           0.005 ( 0.069 %)
           0.005 ( 0.083 %)
           0.006 ( 0.084 %)
           0.006 ( 0.086 %)
           0.008 ( 0.124 %)
           1.222 (17.642 %)
           0.003 ( 0.049 %)
           0.006 ( 0.096 %)
