  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          15.674;           6.561;          15.778;           7.772;           2.388 (30.721 %);    981.629
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          31.994;           6.561;          12.382;           7.094;           1.350 (19.022 %);   1075.423
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.029;           6.562;           8.893;           7.018;           0.793 (11.293 %);   1087.052
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           3.286;           6.562;          11.804;           6.925;           1.222 (17.642 %);   1101.788
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        6273.120;           6.562;          10.854;           6.855;           0.993 (14.480 %);   1113.024
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         257.481;           6.562;          10.157;           6.712;           0.657 ( 9.785 %);   1136.724
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   132982319.760;           6.562;          10.993;           6.699;           0.771 (11.509 %);   1138.895
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.353;           6.561;          10.901;           6.697;           0.755 (11.269 %);   1139.226
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         162.783;           6.561;          10.474;           6.684;           0.680 (10.181 %);   1141.514
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         689.765;           6.562;           8.707;           6.680;           0.456 ( 6.821 %);   1142.195
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    26544080.092;           6.561;           9.590;           6.669;           0.526 ( 7.881 %);   1143.970
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.355;           6.562;           7.928;           6.652;           0.309 ( 4.653 %);   1146.959
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           4.391;           6.561;           7.663;           6.625;           0.207 ( 3.132 %);   1151.608
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     2241873.690;           6.561;           7.565;           6.594;           0.174 ( 2.644 %);   1156.982
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          33.445;           6.561;           6.892;           6.585;           0.065 ( 0.987 %);   1158.612
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 15836505507687.133;           6.561;           7.004;           6.583;           0.076 ( 1.156 %);   1158.964
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.375;           6.561;           7.097;           6.581;           0.093 ( 1.412 %);   1159.357
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         264.603;           6.561;           7.120;           6.580;           0.097 ( 1.474 %);   1159.457
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           4.312;           6.572;           6.580;           6.578;           0.001 ( 0.019 %);   1159.810
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     2096014.161;           6.561;           6.665;           6.575;           0.023 ( 0.353 %);   1160.445
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      746521.811;           6.561;           6.783;           6.573;           0.038 ( 0.585 %);   1160.712
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          32.710;           6.561;           6.754;           6.573;           0.033 ( 0.506 %);   1160.728
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     7148477.017;           6.561;           6.580;           6.572;           0.008 ( 0.118 %);   1160.861
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;  8421246744.054;           6.561;           6.580;           6.572;           0.008 ( 0.125 %);   1160.967
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       54023.565;           6.561;           6.672;           6.572;           0.020 ( 0.311 %);   1160.979
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       12228.528;           6.562;           6.581;           6.571;           0.008 ( 0.123 %);   1161.096
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1137.253;           6.561;           6.581;           6.570;           0.008 ( 0.125 %);   1161.160
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      292871.085;           6.561;           6.580;           6.570;           0.008 ( 0.124 %);   1161.271
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.437;           6.561;           6.580;           6.570;           0.008 ( 0.118 %);   1161.299
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          16.334;           6.561;           6.579;           6.569;           0.008 ( 0.124 %);   1161.368
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        6513.269;           6.561;           6.582;           6.569;           0.008 ( 0.126 %);   1161.405
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   804177603.485;           6.561;           6.580;           6.569;           0.008 ( 0.117 %);   1161.435
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       12729.699;           6.561;           6.595;           6.569;           0.010 ( 0.145 %);   1161.462
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      702843.919;           6.561;           6.579;           6.569;           0.008 ( 0.116 %);   1161.477
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        3601.145;           6.562;           6.580;           6.569;           0.008 ( 0.119 %);   1161.487
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         669.363;           6.561;           6.583;           6.569;           0.008 ( 0.121 %);   1161.511
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          22.490;           6.561;           6.586;           6.568;           0.008 ( 0.121 %);   1161.591
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        3355.353;           6.561;           6.579;           6.568;           0.007 ( 0.107 %);   1161.688
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          16.000;           6.561;           6.580;           6.567;           0.007 ( 0.114 %);   1161.712
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 61881915617857224.000;           6.561;           6.579;           6.567;           0.007 ( 0.107 %);   1161.743
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           5.919;           6.561;           6.579;           6.567;           0.007 ( 0.106 %);   1161.779
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   147270874.018;           6.561;           6.583;           6.567;           0.008 ( 0.115 %);   1161.812
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;  1028587316.696;           6.561;           6.580;           6.567;           0.007 ( 0.110 %);   1161.840
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      124480.597;           6.562;           6.588;           6.567;           0.007 ( 0.106 %);   1161.851
