     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.656;           3.495;           3.871;           3.508;           0.065 ( 1.856 %);   2174.833
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 154483573785649888.000;          11.570;          11.579;          11.573;           0.002 ( 0.016 %);    659.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 280167151490.734;           6.949;           7.692;           7.177;           0.341 ( 4.751 %);   1063.031
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   283608960.337;          30.848;          33.957;          30.956;           0.543 ( 1.753 %);    246.459
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 140401487787936.578;           3.496;           3.507;           3.498;           0.002 ( 0.063 %);   2180.884
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          12.841;          11.571;          11.591;          11.573;           0.004 ( 0.031 %);    659.233
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         568.494;           6.948;           7.717;           6.974;           0.134 ( 1.917 %);   1093.959
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   283453570.943;          30.847;          33.656;          30.946;           0.491 ( 1.585 %);    246.536
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    49544281.855;           3.862;           3.873;           3.864;           0.002 ( 0.052 %);   1974.385
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         568.419;          11.571;          11.579;          11.573;           0.002 ( 0.015 %);    659.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.117;           6.946;           7.717;           6.971;           0.134 ( 1.920 %);   1094.434
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   283298275.195;          30.848;          35.194;          31.015;           0.758 ( 2.444 %);    245.991
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      160801.809;           3.496;           3.510;           3.499;           0.003 ( 0.072 %);   2180.726
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      273882.028;          11.571;          11.581;          11.573;           0.002 ( 0.017 %);    659.242
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        3097.619;           6.945;           7.015;           6.949;           0.012 ( 0.173 %);   1097.910
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   283143073.032;          30.848;          33.260;          30.935;           0.422 ( 1.364 %);    246.625
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        4306.853;           3.497;           3.505;           3.499;           0.002 ( 0.045 %);   2180.418
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 65604114536787.852;          11.570;          11.586;          11.573;           0.003 ( 0.024 %);    659.241
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           2.676;           6.951;           7.717;           7.603;           0.269 ( 3.541 %);   1003.464
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282987964.392;          30.847;          33.948;          30.958;           0.540 ( 1.746 %);    246.447
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         303.622;           3.495;           3.506;           3.498;           0.002 ( 0.058 %);   2181.032
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           9.654;          11.570;          11.580;          11.573;           0.002 ( 0.017 %);    659.256
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       23887.510;           6.947;           7.717;           7.274;           0.383 ( 5.271 %);   1048.857
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282832949.215;          30.848;          33.372;          30.935;           0.440 ( 1.422 %);    246.626
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          37.397;           3.496;           3.509;           3.498;           0.002 ( 0.067 %);   2181.251
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         375.688;          11.571;          11.579;          11.573;           0.002 ( 0.015 %);    659.259
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           6.967;           6.946;           7.719;           6.971;           0.134 ( 1.927 %);   1094.469
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282678027.438;          30.848;          43.647;          31.366;           2.320 ( 7.396 %);    243.237
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           6.626;           3.496;           3.505;           3.498;           0.002 ( 0.046 %);   2181.121
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      128733.450;          11.570;          11.580;          11.573;           0.002 ( 0.017 %);    659.250
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      312110.831;           6.946;           7.720;           7.146;           0.335 ( 4.694 %);   1067.646
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282523199.000;          30.847;          34.979;          30.990;           0.719 ( 2.320 %);    246.190
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.516;           3.495;           3.511;           3.498;           0.003 ( 0.083 %);   2181.359
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 874710630858.290;          11.571;          11.580;          11.573;           0.002 ( 0.018 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          20.075;           6.945;           6.962;           6.947;           0.004 ( 0.051 %);   1098.184
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282368463.840;          30.849;          33.904;          30.956;           0.533 ( 1.722 %);    246.463
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 26294822632.834;           3.495;           3.508;           3.498;           0.002 ( 0.063 %);   2181.289
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           7.315;          11.571;          11.582;          11.573;           0.002 ( 0.018 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;    10009076.445;           6.946;           6.964;           6.948;           0.003 ( 0.049 %);   1098.056
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282213821.896;          30.848;          33.891;          30.953;           0.531 ( 1.715 %);    246.482
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     3389727.454;           3.861;           3.873;           3.863;           0.002 ( 0.052 %);   1975.091
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         252.429;          11.571;          12.111;          11.589;           0.094 ( 0.809 %);    658.317
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          65.569;           6.945;           7.562;           6.980;           0.121 ( 1.728 %);   1092.969
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   282059273.108;          30.847;          33.839;          30.952;           0.522 ( 1.687 %);    246.490
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       32484.866;           3.495;           3.505;           3.497;           0.002 ( 0.051 %);   2181.470
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       63803.427;          11.570;          11.582;          11.573;           0.002 ( 0.018 %);    659.255
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;  2114752043.285;           6.952;           7.720;           7.650;           0.215 ( 2.809 %);    997.256
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281904817.414;          30.848;          33.272;          30.935;           0.424 ( 1.371 %);    246.630
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1377.270;           3.496;           3.508;           3.498;           0.002 ( 0.058 %);   2180.843
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 43301788060.117;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.248
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         251.108;           6.946;           6.956;           6.948;           0.002 ( 0.028 %);   1098.093
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281750454.752;          30.848;          33.937;          30.955;           0.539 ( 1.740 %);    246.467
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         125.199;           3.497;           3.506;           3.498;           0.002 ( 0.046 %);   2180.852
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           5.585;          11.571;          11.582;          11.573;           0.002 ( 0.018 %);    659.243
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 469195277399883.312;           6.947;           6.955;           6.949;           0.001 ( 0.021 %);   1097.982
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281596185.063;          30.848;          33.299;          30.945;           0.429 ( 1.388 %);    246.551
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          18.123;           3.495;           3.508;           3.497;           0.002 ( 0.065 %);   2181.563
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         172.208;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.252
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        1184.830;           6.948;           7.715;           6.975;           0.133 ( 1.909 %);   1093.893
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281442008.284;          30.848;          34.890;          30.985;           0.704 ( 2.273 %);    246.231
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           3.590;           3.496;           3.508;           3.498;           0.002 ( 0.064 %);   2180.879
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       33113.008;          11.571;          11.576;          11.573;           0.001 ( 0.013 %);    659.261
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.646;           6.947;           7.719;           6.997;           0.172 ( 2.464 %);   1090.396
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281287924.354;          30.848;          34.224;          30.963;           0.588 ( 1.900 %);    246.404
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 23683724919059005440.000;           3.495;           3.506;           3.497;           0.002 ( 0.054 %);   2181.627
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;  4306911835.376;          11.189;          11.578;          11.561;           0.067 ( 0.579 %);    659.915
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        7439.366;           6.947;           7.720;           6.972;           0.134 ( 1.926 %);   1094.250
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   281133933.213;          30.848;          36.089;          31.157;           1.224 ( 3.928 %);    244.868
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   277968816.329;           3.495;           3.509;           3.498;           0.002 ( 0.069 %);   2180.943
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           4.294;          11.571;          11.583;          11.573;           0.002 ( 0.019 %);    659.248
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           4.086;           6.947;           7.720;           7.197;           0.355 ( 4.938 %);   1060.023
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280980034.800;          30.848;          34.329;          30.971;           0.606 ( 1.957 %);    246.336
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      409827.915;           3.496;           3.510;           3.499;           0.002 ( 0.065 %);   2180.399
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         119.148;          11.571;          11.581;          11.573;           0.002 ( 0.017 %);    659.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       70754.315;           6.947;           7.715;           6.972;           0.133 ( 1.913 %);   1094.277
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280826229.054;          30.848;          36.331;          31.094;           1.033 ( 3.323 %);    245.365
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        8184.652;           3.497;           3.508;           3.499;           0.002 ( 0.059 %);   2180.408
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       17893.336;          11.571;          11.579;          11.573;           0.002 ( 0.016 %);    659.253
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          11.110;           6.948;           7.694;           7.220;           0.358 ( 4.960 %);   1056.644
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280672515.913;          30.847;          37.322;          31.061;           1.126 ( 3.624 %);    245.623
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         494.990;           3.862;           3.873;           3.864;           0.002 ( 0.055 %);   1974.616
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;   661202079.036;          11.571;          11.581;          11.573;           0.002 ( 0.017 %);    659.255
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     1301300.838;           6.947;           7.715;           6.972;           0.133 ( 1.914 %);   1094.301
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280518895.318;          30.848;          33.395;          30.939;           0.445 ( 1.439 %);    246.592
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          55.487;           3.495;           3.508;           3.498;           0.002 ( 0.065 %);   2181.249
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           3.324;          11.571;          11.582;          11.573;           0.002 ( 0.020 %);    659.243
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          33.770;           6.949;           7.716;           7.568;           0.293 ( 3.872 %);   1008.110
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280365367.206;          30.848;          33.778;          30.951;           0.511 ( 1.652 %);    246.501
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           9.223;           3.495;           3.508;           3.498;           0.002 ( 0.066 %);   2181.143
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          83.523;          11.571;          11.584;          11.573;           0.002 ( 0.021 %);    659.221
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;    80524207.256;           6.949;           7.715;           7.231;           0.369 ( 5.102 %);   1055.116
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280211931.519;          30.848;          34.113;          30.977;           0.584 ( 1.886 %);    246.292
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.015;           3.495;           3.508;           3.497;           0.002 ( 0.067 %);   2181.703
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       10020.448;          11.570;          11.580;          11.573;           0.002 ( 0.017 %);    659.251
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         117.981;           6.947;           6.963;           6.950;           0.003 ( 0.043 %);   1097.790
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   280058588.194;          30.848;          34.764;          30.981;           0.682 ( 2.202 %);    246.261
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 887734312812.711;           3.496;           3.510;           3.498;           0.002 ( 0.068 %);   2180.837
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;   136523152.235;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.225
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 102200570566.613;           6.948;           7.035;           6.952;           0.015 ( 0.217 %);   1097.484
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279905337.171;          30.848;          37.190;          31.784;           1.809 ( 5.693 %);    240.037
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    12330779.979;           3.495;           4.640;           3.593;           0.287 ( 7.994 %);   2123.445
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           2.590;          11.571;          23.970;          13.344;           3.272 (24.519 %);    571.768
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         493.062;           6.953;           7.346;           6.980;           0.066 ( 0.943 %);   1093.087
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279752178.390;          30.849;          34.956;          31.091;           0.817 ( 2.627 %);    245.390
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       71695.175;           3.495;           3.507;           3.497;           0.002 ( 0.061 %);   2181.489
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          59.268;          11.572;          11.729;          11.625;           0.049 ( 0.424 %);    656.286
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.035;           6.946;          15.793;           7.441;           1.657 (22.272 %);   1025.362
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279599111.790;          30.848;          33.202;          30.936;           0.411 ( 1.330 %);    246.618
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        2437.466;           3.497;           7.300;           3.631;           0.666 (18.350 %);   2100.978
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        5792.765;          11.570;          14.486;          11.661;           0.507 ( 4.348 %);    654.256
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        2617.443;           6.948;           7.037;           6.952;           0.015 ( 0.222 %);   1097.380
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279446137.311;          30.847;          34.022;          30.986;           0.574 ( 1.853 %);    246.217
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         195.641;           3.497;           3.510;           3.499;           0.002 ( 0.068 %);   2180.582
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;    34960592.016;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.260
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           2.462;           6.946;           7.720;           7.015;           0.216 ( 3.075 %);   1087.588
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279293254.891;          30.848;          32.831;          30.921;           0.348 ( 1.125 %);    246.736
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          26.145;           3.496;           3.508;           3.499;           0.002 ( 0.060 %);   2180.524
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           2.030;          11.571;          11.578;          11.573;           0.002 ( 0.014 %);    659.259
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       19436.214;           6.946;           7.720;           7.041;           0.255 ( 3.625 %);   1083.512
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   279140464.472;          30.848;          33.943;          30.955;           0.540 ( 1.744 %);    246.466
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           4.899;           3.496;           3.507;           3.498;           0.002 ( 0.054 %);   2180.894
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          42.537;          11.571;          11.582;          11.573;           0.002 ( 0.017 %);    659.250
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           6.355;           6.947;           7.065;           6.952;           0.020 ( 0.294 %);   1097.420
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278987765.991;          30.848;          33.905;          30.955;           0.534 ( 1.725 %);    246.466
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.168;           3.495;           3.505;           3.497;           0.002 ( 0.046 %);   2181.591
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        3445.504;          11.571;          11.581;          11.573;           0.002 ( 0.017 %);    659.243
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      239249.397;           6.949;           6.971;           6.965;           0.007 ( 0.108 %);   1095.370
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278835159.389;          30.848;          33.595;          30.969;           0.494 ( 1.595 %);    246.354
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;  2236981083.928;           3.496;           3.508;           3.498;           0.002 ( 0.063 %);   2180.792
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;    10543117.757;          11.570;          11.580;          11.573;           0.002 ( 0.017 %);    659.261
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          18.126;           6.947;           7.726;           6.998;           0.187 ( 2.678 %);   1090.276
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278682644.606;          30.848;          33.913;          30.954;           0.535 ( 1.728 %);    246.473
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     1150497.814;           3.496;           3.992;           3.513;           0.086 ( 2.448 %);   2171.558
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.600;          11.570;          11.581;          11.573;           0.002 ( 0.017 %);    659.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     6885922.339;           6.984;           7.716;           7.650;           0.208 ( 2.718 %);    997.347
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278530221.581;          30.848;          34.200;          30.962;           0.584 ( 1.886 %);    246.409
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       16254.710;           3.495;           3.506;           3.498;           0.002 ( 0.058 %);   2181.332
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          30.857;          11.571;          11.578;          11.573;           0.002 ( 0.014 %);    659.260
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          58.454;           6.948;           7.714;           7.277;           0.380 ( 5.219 %);   1048.381
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278377890.254;          30.848;          38.259;          31.112;           1.300 ( 4.179 %);    245.226
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         827.503;           3.496;           3.505;           3.498;           0.002 ( 0.048 %);   2181.028
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        2102.642;          11.571;          11.582;          11.573;           0.002 ( 0.018 %);    659.249
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;  1125622121.910;           6.949;           7.715;           7.278;           0.380 ( 5.218 %);   1048.289
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278225650.565;          30.848;          33.387;          30.947;           0.445 ( 1.438 %);    246.529
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          83.673;           3.495;           3.508;           3.497;           0.002 ( 0.061 %);   2181.599
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;     3615265.623;          11.571;          11.580;          11.573;           0.002 ( 0.016 %);    659.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         220.219;           6.949;           7.714;           7.601;           0.267 ( 3.517 %);   1003.742
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   278073502.454;          30.848;          38.128;          31.078;           1.266 ( 4.074 %);    245.490
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          12.986;           3.496;           3.504;           3.498;           0.002 ( 0.044 %);   2181.075
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.268;          11.571;          11.582;          11.573;           0.002 ( 0.018 %);    659.253
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 62720301074451.547;           6.949;           7.715;           7.278;           0.380 ( 5.221 %);   1048.329
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277921445.860;          30.848;          33.398;          30.939;           0.446 ( 1.442 %);    246.595
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.702;           3.496;           3.508;           3.498;           0.002 ( 0.060 %);   2180.816
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          22.608;          11.570;          11.578;          11.573;           0.002 ( 0.014 %);    659.261
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        1016.617;           6.950;           7.716;           7.625;           0.245 ( 3.213 %);   1000.578
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277769480.724;          30.847;          33.544;          30.943;           0.471 ( 1.521 %);    246.562
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 212603375302267.531;           3.494;           3.506;           3.498;           0.002 ( 0.057 %);   2181.357
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        1313.332;          11.571;          11.579;          11.573;           0.002 ( 0.015 %);    659.248
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.520;           6.946;           7.718;           6.972;           0.134 ( 1.923 %);   1094.288
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277617606.986;          30.849;          35.158;          31.092;           0.831 ( 2.674 %);    245.385
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    54341304.462;           3.495;           3.512;           3.497;           0.003 ( 0.082 %);   2181.714
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;     1374951.303;          11.571;          11.584;          11.573;           0.002 ( 0.022 %);    659.245
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        6190.818;           6.945;           7.717;           7.018;           0.220 ( 3.135 %);   1087.116
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   277465824.585;          30.848;          33.179;          30.969;           0.427 ( 1.379 %);    246.356
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      169384.831;           3.495;           3.509;           3.497;           0.002 ( 0.068 %);   2181.480
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.011;          11.571;          11.579;          11.573;           0.002 ( 0.015 %);    659.256
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           3.745;           6.946;           6.955;           6.948;           0.002 ( 0.023 %);   1098.064
