     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       4.181e+15;          32.011;          36.778;          34.636;           1.547 ( 4.467 %)
  naif_ite;         10;      10000;       4.657e+11;           3.863;           3.878;           3.865;           0.003 ( 0.068 %)
  rapi_rec;         10;      10000;       3.020e+13;          16.120;          16.290;          16.126;           0.029 ( 0.183 %)
  rapi_ite;         10;      10000;       6.283e+14;           7.718;           8.299;           7.977;           0.202 ( 2.538 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       2.988e+16;          32.007;          37.359;          33.045;           1.367 ( 4.138 %)
  naif_ite;         10;      10000;       3.891e+11;           3.862;           3.897;           3.873;           0.009 ( 0.245 %)
  rapi_rec;         10;      10000;       3.676e+11;          16.127;          25.046;          17.504;           2.296 (13.117 %)
  rapi_ite;         10;      10000;       5.360e+18;           7.717;          13.061;           8.418;           1.058 (12.563 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       8.776e+11;          32.006;          37.321;          33.030;           1.497 ( 4.532 %)
  naif_ite;         10;      10000;       4.505e+20;           3.863;           3.875;           3.864;           0.002 ( 0.053 %)
  rapi_rec;         10;      10000;       3.727e+16;          16.117;          21.461;          16.663;           1.314 ( 7.888 %)
  rapi_ite;         10;      10000;       3.065e+14;           7.718;          13.011;           8.285;           0.894 (10.785 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       4.100e+12;          32.008;          37.327;          33.539;           1.283 ( 3.824 %)
  naif_ite;         10;      10000;       6.533e+17;           4.249;           4.619;           4.261;           0.064 ( 1.505 %)
  rapi_rec;         10;      10000;       6.886e+20;          16.392;          18.132;          16.609;           0.574 ( 3.457 %)
  rapi_ite;         10;      10000;       2.142e+19;           8.104;           8.330;           8.292;           0.080 ( 0.967 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       9.286e+11;          32.007;          36.980;          33.809;           0.883 ( 2.613 %)
  naif_ite;         10;      10000;       9.239e+12;           3.863;           3.873;           3.865;           0.002 ( 0.044 %)
  rapi_rec;         10;      10000;       1.256e+19;          16.117;          16.237;          16.127;           0.021 ( 0.128 %)
