          55.356	          40.073	          45.141	          32.491	           6.457
          56.352	          35.988	          41.089	          36.124	           7.681
          54.578	          38.031	          36.373	          32.577	           8.120
          58.215	          36.501	          37.808	          31.623	           7.315
          56.193	          36.316	          38.039	          37.686	           6.533
          64.832	          34.427	          35.431	          43.262	           7.434
          58.705	          36.896	          34.174	          35.969	           6.119
          57.783	          37.622	          36.928	          33.333	           7.544
          55.988	          61.094	          38.020	          33.000	           6.558
          55.080	          45.401	          38.195	          32.616	           6.427
          78.704	          36.143	          35.850	          32.143	           5.937
          56.237	          36.753	          37.370	          31.473	           6.327
          56.150	          40.040	          37.446	          33.170	           8.904
          57.282	          44.383	          36.605	          33.541	           7.417
          54.900	          46.126	          34.511	          32.349	           6.745
          58.232	          48.248	          67.402	          33.950	           6.415
          57.537	          45.319	          49.061	          33.409	           6.833
          55.757	          43.733	          48.293	          34.072	           8.449
          70.093	          36.382	          38.862	          31.749	           6.275
          55.122	          43.998	          36.632	          31.684	           8.740
          54.458	          40.209	          37.802	          33.324	           6.490
          56.320	          36.560	          33.819	          33.669	          13.832
          56.529	          43.850	          38.242	          33.280	          13.923
          54.683	          34.005	          36.865	          31.585	           9.640
          57.920	          36.553	          38.736	          33.650	          10.032
          57.726	          35.501	          35.807	          31.824	           7.715
          57.480	          37.874	          42.064	          42.072	           8.151
          55.716	          36.776	          36.550	          33.774	           6.489
          55.671	          35.624	          35.604	          32.449	           6.839
          57.327	          37.896	          37.139	          33.983	           8.807
          54.976	          37.562	          42.673	          32.455	           8.484
          55.577	          40.474	          37.008	          33.355	           7.347
          55.050	          41.745	          34.546	          34.686	           6.308
          56.384	          42.344	          42.024	          32.622	           6.361
          60.987	          36.592	          38.060	          31.869	           6.296
          57.798	          34.933	          38.960	          32.772	          13.806
          62.241	          35.791	          37.165	          33.163	          13.153
          79.698	          36.658	          34.335	          33.038	           7.247
          74.145	          37.729	          37.974	          34.935	           7.076
          62.261	          35.637	          36.005	          32.954	           9.092
          57.868	          56.224	          34.936	          31.793	           6.471
          61.706	          54.810	          36.135	          32.883	           8.154
          59.881	          36.865	          47.320	          32.647	           6.290
          62.558	          37.283	          60.473	          31.862	           5.796
          63.630	          36.354	          37.500	          39.915	           6.448
          63.580	          35.710	          40.732	          41.807	           7.976
          60.377	          37.854	          38.301	          32.372	           6.283
          59.172	          35.704	          37.788	          33.481	           7.897
          78.642	          37.618	          39.706	          33.142	           7.520
          61.681	          38.129	          37.452	          31.850	           6.276
          58.482	          40.640	          36.559	          34.299	           6.706
          58.977	          36.671	          35.540	          32.011	           6.562
          61.178	          34.583	          37.543	          33.858	           5.796
          58.273	          38.085	          35.283	          32.108	           6.599
          59.072	          36.806	          37.428	          32.089	           7.410
          57.396	          37.870	          36.810	          32.272	           7.135
          58.298	          35.986	          37.581	          32.722	           7.908
          55.439	          36.327	          36.670	          33.873	           6.431
          56.273	          36.010	          37.471	          32.890	           6.443
          55.706	          38.492	          35.235	          34.157	           5.808
          55.732	          37.849	          36.052	          33.568	           6.237
          55.857	          37.527	          36.223	          32.656	           6.363
          77.440	          46.468	          37.097	          33.444	           7.807
          55.727	          39.612	          37.472	          32.336	           7.912
          56.409	          44.841	          37.324	          32.675	           5.962
          57.126	          42.351	          36.344	          33.408	           6.507
          55.467	          36.369	          48.940	          31.412	           5.970
          56.920	          35.492	          39.644	          32.410	           9.508
          55.205	          38.107	          38.286	          32.690	           6.584
          57.480	          35.968	          35.329	          32.298	           8.753
          57.004	          36.415	          35.850	          31.875	           5.802
          56.371	          33.926	          36.203	          33.708	           5.835
          66.706	          36.490	          37.090	          33.562	           5.871
          56.103	          36.795	          35.826	          31.736	           6.409
          59.126	          38.795	          37.612	          32.170	           8.050
       -2975.285	          41.295	          37.835	          32.368	           6.147
          58.157	          37.381	          37.986	          31.491	           6.220
          54.094	          36.755	          36.063	          33.532	           8.846
          56.397	          39.136	          37.035	          33.735	           7.151
          57.701	          36.890	          36.917	          31.585	           6.589
          69.193	          37.114	          36.225	          32.769	           6.836
          54.737	          36.626	          36.192	          32.446	           6.021
          56.261	          35.366	          36.150	          31.445	           5.810
          55.359	          55.529	          37.872	          33.564	           5.803
          58.911	          43.951	          38.060	          33.148	           6.098
          55.672	          39.239	          37.823	          31.338	           6.506
          58.890	          36.743	          35.356	          33.909	           8.637
          56.787	          41.655	          41.430	          32.630	           8.568
          54.957	          42.997	          41.498	          33.831	          13.353
          68.027	          54.645	          35.815	          32.928	           9.311
          62.366	          55.484	          38.010	          33.497	           7.419
          53.939	       -2993.375	          37.074	          36.885	          10.480
          62.710	          35.538	          35.540	          31.336	           6.180
          55.232	          34.358	          35.752	          32.229	           7.612
          61.995	          39.677	          36.350	          32.604	           6.521
          55.759	          38.097	          36.365	          31.951	           6.007
          55.046	          37.810	          37.235	          41.371	           6.251
          59.651	          36.923	          37.116	          42.935	           9.109
          55.124	          36.747	          36.016	          44.910	           6.282
          56.458	          35.627	          36.986	          39.221	           6.401
          56.980	          35.919	          37.502	          32.920	           6.322
