0 0	0.00000000000000000
5 .00000011321955627	0.00000004903490714
10 .00000013719043750	0.00000000564998320
15 .00000019891958782	0.00000001874785819
20 .00000026426430743	0.00000015232845190
25 .00000025334784059	0.00000021669538874
30 .00000029581565504	0.00000030203305081
35 .00000037315370870	0.00000035522181413
40 .00000038535521804	0.00000047315396429
45 .00000043765605428	0.00000049333860303
50 .00000042682142808	0.00000057346978344
55 .00000051765209290	0.00000057356199843
60 .00000063203515048	0.00000062254493235
65 .00000052640802184	0.00000060719379222
70 .00000068929533558	0.00000068220941141
75 .00000070439991710	0.00000066267990079
80 .00000068843833779	0.00000065300708136
85 .00000084793366801	0.00000061745185285
90 .00000075074281726	0.00000072775986881
95 .00000091542685763	0.00000082045919887
100 .00000093862430081	0.00000080659228315
105 .00000098933642972	0.00000093979538442
110 .00000078910741539	0.00000099208946172
115 .00000102140292324	0.00000113543093458
120 .00000117475534950	0.00000114443208298
125 .00000111438581430	0.00000115832883860
130 .00000100407251251	0.00000122865258612
135 .00000102287590525	0.00000120132903161
140 .00000119755068981	0.00000123869104016
145 .00000130354050649	0.00000125137131412
150 .00000126772299651	0.00000123041196676
155 .00000140470645085	0.00000124488485845
160 .00000146507226926	0.00000125378575308
165 .00000151706495997	0.00000131760160646
170 .00000146376032480	0.00000137596119620
175 .00000158366919433	0.00000143590447456
180 .00000153689045421	0.00000149450316790
185 .00000153992273193	0.00000162339394914
190 .00000181623606424	0.00000180229077509
195 .00000168505735464	0.00000188164283845
200 .00000171296535573	0.00000188360903821
