0	4.70917e-17
1	9.23918e-18
2	9.29058e-18
3	1.26894e-07
4	5.10764e-07
5	2.53144e-07
6	5.05624e-07
7	3.65803e-07
8	4.53583e-08
9	6.05046e-07
10	1.37172e-07
11	4.44005e-07
12	2.05056e-07
13	3.278e-07
14	1.28096e-07
15	3.36166e-08
16	1.34327e-07
17	5.78935e-07
18	1.2475e-07
19	8.12201e-07
20	5.30919e-07
21	6.35635e-07
22	1.12693e-06
23	1.0596e-06
24	5.52074e-07
25	2.75383e-07
26	9.77736e-07
27	1.03498e-06
28	5.12597e-09
29	3.11588e-07
30	2.23057e-07
31	3.16506e-07
32	1.64827e-07
33	1.00326e-06
34	1.02448e-06
35	1.65612e-06
36	9.97351e-07
37	3.59349e-07
38	1.0792e-06
39	8.72491e-07
40	1.47892e-07
41	6.39154e-07
42	4.66348e-07
43	5.07468e-07
44	1.17449e-06
45	8.49156e-07
46	2.95853e-06
47	1.23091e-06
48	1.84148e-06
49	4.14912e-07
50	7.15739e-07
51	7.3819e-09
52	1.44142e-06
53	1.88948e-07
54	1.75111e-06
55	4.62184e-07
56	1.17965e-06
57	4.20037e-06
58	6.14272e-07
59	1.15864e-06
60	2.7589e-06
61	8.8643e-07
62	1.98337e-07
63	7.26303e-07
64	8.15889e-07
65	1.9725e-06
66	1.62741e-07
67	3.33945e-07
68	6.29265e-07
69	3.74887e-07
70	1.85201e-06
71	4.96144e-07
72	5.72651e-07
73	5.30352e-07
74	2.08524e-06
75	1.35714e-07
76	1.2847e-06
77	1.21851e-06
78	2.08176e-07
79	1.71029e-07
80	2.68095e-07
81	2.12912e-06
82	1.38248e-06
83	1.14751e-06
84	3.53028e-08
85	1.84044e-06
86	1.28643e-06
87	3.40765e-06
88	1.55011e-06
89	2.14457e-06
90	1.84344e-06
91	2.71133e-06
92	5.38643e-07
93	1.87991e-07
94	1.38986e-06
95	8.66635e-07
96	3.53438e-06
97	3.86774e-06
98	1.83301e-06
99	8.06426e-07
100	2.37135e-06
101	2.34875e-06
102	3.54096e-06
103	1.27863e-06
104	6.89151e-07
105	1.46056e-06
106	1.6647e-06
107	3.65259e-06
108	6.10981e-06
109	1.11755e-06
110	2.77897e-06
111	2.83789e-06
112	1.2995e-06
113	2.15391e-06
114	9.80405e-07
115	1.52897e-06
116	2.48589e-06
117	3.65301e-06
118	2.66838e-06
119	2.64787e-08
120	1.30388e-06
121	4.85274e-06
122	2.06866e-06
123	8.86092e-07
124	2.82239e-06
125	3.85153e-06
126	2.20603e-06
127	1.75242e-06
128	2.6357e-06
129	1.07302e-05
130	5.89963e-07
131	1.29014e-06
132	5.06923e-06
133	7.83715e-07
134	6.27113e-07
135	2.11247e-06
136	7.94083e-07
137	2.32421e-06
138	5.40483e-06
139	1.6806e-06
140	1.74112e-06
141	4.93432e-06
142	7.91381e-07
143	9.39058e-07
144	2.13278e-06
145	1.22851e-06
146	2.85004e-06
147	2.57843e-06
148	2.35795e-06
149	6.37903e-06
150	5.56925e-07
151	7.79386e-06
152	3.72131e-06
153	2.45815e-06
154	7.59459e-07
155	2.06435e-06
156	1.2109e-08
157	1.00064e-06
158	3.65775e-06
159	5.29971e-06
160	7.14375e-06
161	4.62238e-06
162	2.97623e-07
163	3.72062e-06
164	5.27911e-06
165	2.39245e-06
166	9.21672e-07
167	3.02782e-06
168	4.97768e-06
169	1.97442e-06
170	5.61049e-06
171	1.98088e-07
172	1.83862e-06
173	6.53967e-08
174	5.44845e-06
175	4.60088e-06
176	3.99682e-06
177	2.43836e-06
178	7.29953e-06
179	1.6948e-06
180	2.10155e-06
181	1.02016e-06
182	1.33141e-06
183	3.58603e-06
184	1.10867e-06
185	3.63639e-06
186	4.12462e-06
187	8.18178e-06
188	2.89061e-06
189	1.71721e-06
190	1.19883e-06
191	1.13256e-06
192	5.29462e-06
193	3.09732e-07
194	5.79876e-06
195	5.06803e-09
196	4.38875e-06
197	8.19056e-07
198	2.41083e-06
199	3.17005e-06
200	4.85816e-07
