0.5 ^ 0 =  1
0.5 ^ 1 =  0.5
0.5 ^ 2 =  0.25
0.5 ^ 3 =  0.125
0.5 ^ 4 =  0.0625
0.5 ^ 5 =  0.03125
0.5 ^ 6 =  0.015625
0.5 ^ 7 =  0.0078125
0.5 ^ 8 =  0.00390625
0.5 ^ 9 =  0.001953125
0.5 ^ 10 =  0.0009765625
0.5 ^ 11 =  0.00048828125
0.5 ^ 12 =  0.000244140625
0.5 ^ 13 =  0.0001220703125
0.5 ^ 14 =  0.00006103515625
0.5 ^ 15 =  0.000030517578125
0.5 ^ 16 =  0.0000152587890625
0.5 ^ 17 =  0.00000762939453125
0.5 ^ 18 =  0.000003814697265625
0.5 ^ 19 =  0.0000019073486328125
0.5 ^ 20 =  9.5367431640625E-7
0.5 ^ 21 =  4.76837158203125E-7
0.5 ^ 22 =  2.384185791015625E-7
0.5 ^ 23 =  1.1920928955078125E-7
0.5 ^ 24 =  5.9604644775390625E-8
0.5 ^ 25 =  2.9802322387695312E-8
0.5 ^ 26 =  1.4901161193847656E-8
0.5 ^ 27 =  7.4505805969238281E-9
0.5 ^ 28 =  3.7252902984619141E-9
0.5 ^ 29 =  1.8626451492309570E-9
0.5 ^ 30 =  9.3132257461547852E-10
0.5 ^ 31 =  4.6566128730773926E-10
0.5 ^ 32 =  2.3283064365386963E-10
0.5 ^ 33 =  1.1641532182693481E-10
0.5 ^ 34 =  5.8207660913467407E-11
0.5 ^ 35 =  2.9103830456733704E-11
0.5 ^ 36 =  1.4551915228366852E-11
0.5 ^ 37 =  7.2759576141834259E-12
0.5 ^ 38 =  3.6379788070917130E-12
0.5 ^ 39 =  1.8189894035458565E-12
0.5 ^ 40 =  9.0949470177292824E-13
0.5 ^ 41 =  4.5474735088646412E-13
0.5 ^ 42 =  2.2737367544323206E-13
0.5 ^ 43 =  1.1368683772161603E-13
0.5 ^ 44 =  5.6843418860808015E-14
0.5 ^ 45 =  2.8421709430404007E-14
0.5 ^ 46 =  1.4210854715202004E-14
0.5 ^ 47 =  7.1054273576010019E-15
0.5 ^ 48 =  3.5527136788005009E-15
0.5 ^ 49 =  1.7763568394002505E-15
0.5 ^ 50 =  8.8817841970012523E-16
0.5 ^ 51 =  4.4408920985006262E-16
0.5 ^ 52 =  2.2204460492503131E-16
0.5 ^ 53 =  1.1102230246251565E-16
