0 0	-nan
405 .00000005839783800	0.00000000000000754
410 .00000006512898014	0.00000000000000763
415 .00000006802110940	0.00000000000000770
420 .00000004904611112	0.00000000000000778
425 .00000006821576538	0.00000000000000786
430 .00000007629394785	0.00000000000000793
435 .00000006313981904	0.00000000000000800
440 .00000006762418073	0.00000000000000807
445 .00000006686435689	0.00000000000000814
450 .00000007798936829	0.00000000000000821
455 .00000006371802125	0.00000000000000828
460 .00000006634256481	0.00000000000000834
465 .00000007711431098	0.00000000000000840
470 .00000006330774422	0.00000000000000847
475 .00000006585372292	0.00000000000000853
480 .00000005880991892	0.00000000000000859
485 .00000007078819633	0.00000000000000864
490 .00000007317990742	0.00000000000000870
495 .00000006165167438	0.00000000000000876
500 .00000006256103726	0.00000000000000881
505 .00000005438776618	0.00000000000000886
510 .00000006582222839	0.00000000000000892
515 .00000007703466466	0.00000000000000897
520 .00000007482675694	0.00000000000000902
525 .00000006975446537	0.00000000000000907
530 .00000007341493033	0.00000000000000912
535 .00000008556330425	0.00000000000000916
540 .00000007488109484	0.00000000000000921
545 .00000007279422416	0.00000000000000926
550 .00000006935813433	0.00000000000000930
555 .00000005223730000	0.00000000000000935
560 .00000008719308035	0.00000000000000939
565 .00000008102012080	0.00000000000000943
570 .00000007629394531	0.00000000000000947
575 .00000007563052313	0.00000000000000952
580 .00000007366312267	0.00000000000000956
585 .00000006651267104	0.00000000000000960
590 .00000007112147559	0.00000000000000963
595 .00000007565282088	0.00000000000000967
600 .00000006993611731	0.00000000000000971
605 .00000006557496321	0.00000000000000975
610 .00000008004610851	0.00000000000000978
615 .00000007195201307	0.00000000000000982
620 .00000007998558664	0.00000000000000986
625 .00000005737304924	0.00000000000000989
630 .00000007508293110	0.00000000000000993
635 .00000006968580632	0.00000000000000996
640 .00000005364418549	0.00000000000000999
645 .00000008516533543	0.00000000000000947
650 .00000005164513722	0.00000000000000896
655 .00000007687634251	0.00000000000000846
660 .00000007629394881	0.00000000000000797
