  rapi_rec;         10;      10000;       5.133e+15;      -99953.873;          46.316;       -2984.172;       17407.766 (-583.337 %)
  rapi_rec;         10;      10000;       6.178e+11;      -99953.878;          46.453;       -2984.162;       17407.769 (-583.339 %)
  rapi_rec;         10;      10000;       1.052e+25;          45.708;          46.243;          46.086;           0.089 ( 0.193 %)
  rapi_rec;         10;      10000;       1.058e+10;          45.891;          48.678;          46.152;           0.459 ( 0.994 %)
  rapi_rec;         10;      10000;       1.071e+10;          46.037;          46.321;          46.137;           0.058 ( 0.126 %)
  rapi_rec;         10;      10000;       1.076e+16;          46.044;          46.716;          46.130;           0.112 ( 0.243 %)
  rapi_rec;         10;      10000;       1.109e+11;          46.114;          46.335;          46.157;           0.050 ( 0.107 %)
  rapi_rec;         10;      10000;       1.126e+20;          46.115;          46.317;          46.149;           0.044 ( 0.096 %)
  rapi_rec;         10;      10000;       1.145e+16;          46.097;          46.300;          46.137;           0.053 ( 0.116 %)
  rapi_rec;         10;      10000;       1.283e+12;          46.110;          46.513;          46.166;           0.093 ( 0.202 %)
  rapi_rec;         10;      10000;       1.291e+19;          45.766;          46.324;          46.145;           0.092 ( 0.199 %)
  rapi_rec;         10;      10000;       1.414e+36;          45.723;          50.497;          46.253;           0.766 ( 1.657 %)
  rapi_rec;         10;      10000;       1.425e+16;          46.013;          46.332;          46.139;           0.053 ( 0.115 %)
  rapi_rec;         10;      10000;       1.458e+14;          46.114;          46.307;          46.142;           0.043 ( 0.094 %)
  rapi_rec;         10;      10000;       1.461e+11;          46.094;          46.327;          46.127;           0.051 ( 0.111 %)
  rapi_rec;         10;      10000;       1.493e+31;          46.078;          46.432;          46.141;           0.071 ( 0.154 %)
  rapi_rec;         10;      10000;       1.525e+14;          46.108;          46.326;          46.139;           0.046 ( 0.099 %)
  rapi_rec;         10;      10000;       1.558e+16;          46.103;          46.305;          46.151;           0.046 ( 0.100 %)
  rapi_rec;         10;      10000;       1.574e+13;          45.692;          54.688;          46.854;           2.087 ( 4.454 %)
  rapi_rec;         10;      10000;       1.578e+12;          46.107;          46.341;          46.151;           0.049 ( 0.105 %)
  rapi_rec;         10;      10000;       1.610e+11;          46.090;          46.309;          46.125;           0.048 ( 0.103 %)
  rapi_rec;         10;      10000;       1.658e+15;          46.062;          50.036;          46.278;           0.680 ( 1.470 %)
  rapi_rec;         10;      10000;       1.695e+20;          45.824;          48.585;          46.198;           0.436 ( 0.943 %)
  rapi_rec;         10;      10000;       1.706e+10;          45.714;          49.030;          46.194;           0.522 ( 1.129 %)
  rapi_rec;         10;      10000;       1.813e+13;          46.101;          46.336;          46.147;           0.046 ( 0.099 %)
  rapi_rec;         10;      10000;       1.854e+17;          45.710;          46.421;          46.101;           0.103 ( 0.224 %)
  rapi_rec;         10;      10000;       1.886e+16;          45.695;          50.544;          46.510;           1.018 ( 2.189 %)
  rapi_rec;         10;      10000;       1.930e+36;          46.025;          46.631;          46.103;           0.113 ( 0.246 %)
  rapi_rec;         10;      10000;       1.935e+14;          46.113;          46.349;          46.149;           0.055 ( 0.119 %)
  rapi_rec;         10;      10000;       1.956e+22;          45.758;          57.742;          46.613;           2.043 ( 4.383 %)
  rapi_rec;         10;      10000;       1.978e+13;          45.718;          50.791;          46.295;           0.822 ( 1.775 %)
  rapi_rec;         10;      10000;       2.001e+11;          46.093;          46.430;          46.135;           0.072 ( 0.156 %)
  rapi_rec;         10;      10000;       2.021e+21;          45.701;          48.559;          46.189;           0.435 ( 0.942 %)
  rapi_rec;         10;      10000;       2.158e+09;          45.766;          49.008;          46.202;           0.510 ( 1.103 %)
  rapi_rec;         10;      10000;       2.161e+15;          46.060;          47.892;          46.183;           0.309 ( 0.670 %)
  rapi_rec;         10;      10000;       2.266e+15;          46.120;          46.605;          46.154;           0.089 ( 0.194 %)
