0 0	0.00000000000000000
10 .00000018293486923	0.00000018537800418
20 .00000038561681320	0.00000038191432626
30 .00000055725628911	0.00000054730100309
40 .00000092217389821	0.00000066966987119
50 .00000096988680749	0.00000088837844808
60 .00000116969169245	0.00000106409460153
70 .00000142824692531	0.00000128869386735
80 .00000189575104783	0.00000146289576143
90 .00000208578289611	0.00000163622919700
100 .00000244178667549	0.00000184643854262
110 .00000262438557020	0.00000199187599959
120 .00000235646446604	0.00000221250997560
130 .00000263951843528	0.00000229837191634
140 .00000281558174249	0.00000252432698866
150 .00000306417914153	0.00000274120973286
160 .00000345999482548	0.00000290446166075
170 .00000409124798528	0.00000305121672242
180 .00000315112707656	0.00000326064009761
190 .00000377414543877	0.00000338718140957
200 .00000413284913833	0.00000360699189711
210 .00000487862894742	0.00000371405414727
220 .00000469453535045	0.00000391982835189
230 .00000518173083063	0.00000420215503937
240 .00000454115017671	0.00000440380798147
250 .00000599209038535	0.00000455425010475
260 .00000598295149776	0.00000464712447250
270 .00000510477505518	0.00000483240519869
280 .00000587595697529	0.00000503663704358
290 .00000593287323141	0.00000523421978399
300 0	inf
