0	3.11497e-17
1	1.98469e-17
2	5.63668e-17
3	3.20992e-17
4	1.85949e-16
5	3.66409e-17
6	3.11808e-17
7	9.40469e-17
8	6.4576e-17
9	5.11065e-17
10	3.06489e-17
11	7.76384e-17
12	2.08151e-17
13	2.65904e-17
14	1.66875e-16
15	9.88719e-19
16	1.45099e-17
17	9.90806e-18
18	3.00208e-17
19	1.90029e-17
20	1.21017e-16
21	4.45374e-17
22	3.0049e-17
23	5.47523e-17
24	5.92286e-17
25	3.19009e-17
26	5.62433e-17
27	6.58233e-17
28	2.9771e-18
29	1.49002e-16
30	5.08096e-17
31	2.36468e-17
32	3.66954e-17
33	5.06708e-17
34	6.38272e-17
35	5.78024e-17
36	1.47282e-16
37	5.57597e-17
38	1.57944e-16
39	2.12421e-17
40	6.89363e-18
41	2.80923e-18
42	3.68642e-17
43	1.13687e-06
44	8.11066e-17
45	5.9509e-17
46	7.74012e-17
47	7.10545e-06
48	1.57927e-17
49	9.33273e-17
50	1.19418e-16
51	1.21331e-17
52	5.62006e-17
53	1.11022e-06
54	5.75344e-17
55	1.30164e-16
56	7.03645e-17
57	1.84873e-17
58	4.61687e-17
59	4.40898e-17
60	1.82178e-17
61	9.48497e-18
62	8.00829e-17
63	1.0842e-06
64	2.67042e-17
65	1.92461e-16
66	1.35525e-06
67	6.16132e-17
68	2.64356e-17
69	1.69407e-06
70	6.51277e-17
71	3.66582e-17
72	1.41496e-16
73	1.05879e-06
74	8.95882e-17
75	2.41607e-17
76	1.32349e-06
77	2.04887e-17
78	3.30873e-06
79	4.30397e-19
80	1.41592e-17
81	2.34643e-17
82	2.3745e-17
83	1.14307e-16
84	5.61373e-17
85	2.58494e-06
86	1.29247e-06
87	6.46233e-06
88	1.03407e-17
89	1.61559e-06
90	3.37777e-17
91	7.53195e-17
92	6.65607e-17
93	7.18378e-17
94	8.944e-17
95	3.89115e-17
96	1.26218e-06
97	6.66297e-17
98	1.91754e-16
99	3.85479e-17
100	2.62438e-18
101	1.58398e-17
102	2.41688e-17
103	1.42932e-17
104	1.73976e-17
105	2.40858e-17
106	1.2326e-06
107	3.3825e-17
108	7.75377e-17
109	4.83159e-17
110	4.36057e-17
111	5.45271e-17
112	7.15763e-17
113	2.13204e-16
114	6.14396e-18
115	2.40741e-06
116	1.20371e-06
117	6.01855e-06
118	2.41452e-17
119	6.69788e-17
120	2.92106e-17
121	8.52519e-17
122	1.88079e-06
123	2.43776e-17
124	4.00065e-17
125	2.35099e-06
126	4.66397e-17
127	5.35641e-17
128	2.04563e-17
129	inf
130	inf
131	inf
132	inf
133	inf
134	inf
135	inf
136	inf
137	inf
138	inf
139	inf
140	inf
141	inf
142	inf
143	inf
144	inf
145	inf
146	inf
147	inf
148	inf
149	inf
150	inf
151	inf
152	inf
153	inf
154	inf
155	inf
156	inf
157	inf
158	inf
159	inf
160	inf
161	inf
162	inf
163	inf
164	inf
165	inf
166	inf
167	inf
168	inf
169	inf
170	inf
171	inf
172	inf
173	inf
174	inf
175	inf
176	inf
177	inf
178	inf
179	inf
180	inf
181	inf
182	inf
183	inf
184	inf
185	inf
186	inf
187	inf
188	inf
189	inf
190	inf
191	inf
192	inf
193	inf
194	inf
195	inf
196	inf
197	inf
198	inf
199	inf
200	inf
