     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          32.849;          77.599;          77.863;          77.630;           0.074 ( 0.096 %);     98.279
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      462372.251;          14.074;          14.208;          14.098;           0.022 ( 0.156 %);    541.153
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   483545922.418;          54.366;          58.123;          54.707;           0.777 ( 1.421 %);    139.460
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       47511.364;          25.915;          27.531;          26.168;           0.252 ( 0.961 %);    291.557
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        2313.548;          77.614;          77.942;          77.673;           0.110 ( 0.142 %);     98.225
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          23.274;          14.082;          14.118;          14.095;           0.007 ( 0.047 %);    541.294
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   483266472.649;          55.033;          58.358;          55.159;           0.577 ( 1.047 %);    138.315
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1814.542;          25.922;          26.369;          26.131;           0.074 ( 0.281 %);    291.963
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;     4426392.032;          77.606;          81.821;          77.796;           0.733 ( 0.942 %);     98.069
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;    17532465.621;          13.429;          14.297;          14.008;           0.233 ( 1.665 %);    544.663
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   482987200.518;          54.364;          58.385;          55.007;           0.662 ( 1.204 %);    138.698
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         155.431;          25.921;          26.381;          26.134;           0.073 ( 0.278 %);    291.932
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.327;          77.617;          78.128;          77.674;           0.130 ( 0.167 %);     98.223
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          77.457;          14.087;          14.112;          14.097;           0.006 ( 0.045 %);    541.220
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   482708105.902;          54.366;          58.513;          55.032;           0.663 ( 1.204 %);    138.635
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          21.653;          25.926;          26.354;          26.136;           0.068 ( 0.259 %);    291.911
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          24.021;          77.617;          77.977;          77.697;           0.128 ( 0.165 %);     98.194
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;  5619679802.132;          14.079;          14.113;          14.095;           0.008 ( 0.057 %);    541.288
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   482429188.678;          54.750;          58.875;          55.260;           0.893 ( 1.615 %);    138.063
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           4.176;          25.913;          27.461;          26.170;           0.254 ( 0.970 %);    291.532
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        1438.700;          77.611;          77.971;          77.642;           0.088 ( 0.113 %);     98.263
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         303.896;          14.076;          14.264;          14.099;           0.031 ( 0.218 %);    541.116
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   482150448.724;          54.666;          57.571;          55.056;           0.483 ( 0.877 %);    138.575
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.017;          25.924;          26.343;          26.129;           0.068 ( 0.258 %);    291.989
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;     1652043.104;          76.724;          77.904;          77.314;           0.467 ( 0.604 %);     98.680
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 21827725992428520.000;          14.073;          14.108;          14.093;           0.008 ( 0.055 %);    541.363
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   481871885.917;          54.364;          58.549;          54.983;           0.695 ( 1.264 %);    138.759
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   731771674.864;          25.904;          31.684;          26.344;           0.997 ( 3.786 %);    289.610
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.057;          76.755;          82.712;          78.052;           1.379 ( 1.766 %);     97.748
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        1481.105;          13.436;          14.105;          13.995;           0.228 ( 1.631 %);    545.134
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   481593500.133;          54.364;          66.645;          55.415;           2.423 ( 4.373 %);    137.678
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      670731.152;          25.880;          27.805;          26.212;           0.379 ( 1.446 %);    291.062
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          17.734;          77.603;          84.818;          78.369;           1.763 ( 2.250 %);     97.352
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.846;          13.435;          14.113;          13.998;           0.229 ( 1.639 %);    545.025
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   481315291.250;          54.364;          64.112;          55.470;           1.966 ( 3.545 %);    137.541
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       11389.346;          25.933;          33.159;          26.338;           1.228 ( 4.661 %);    289.677
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         914.155;          77.117;          84.135;          77.910;           1.166 ( 1.496 %);     97.925
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        9733.721;          14.082;          14.404;          14.110;           0.071 ( 0.505 %);    540.715
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   481037259.145;          54.364;          62.417;          55.074;           1.405 ( 2.551 %);    138.530
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         634.673;          25.913;          29.941;          26.240;           0.672 ( 2.559 %);    290.756
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      673626.661;          77.599;          82.162;          77.977;           0.979 ( 1.255 %);     97.841
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           4.634;          13.433;          15.682;          14.090;           0.454 ( 3.225 %);    541.492
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   480759403.697;          54.366;          59.485;          55.101;           0.926 ( 1.680 %);    138.462
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          67.720;          25.891;          27.784;          26.192;           0.319 ( 1.216 %);    291.284
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 521052654820883264.000;          77.116;          91.154;          78.179;           2.516 ( 3.218 %);     97.588
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       99195.413;          13.427;          15.821;          13.980;           0.455 ( 3.256 %);    545.728
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   480481724.781;          54.366;          59.149;          55.189;           0.942 ( 1.707 %);    138.242
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          10.891;          25.902;          27.468;          26.165;           0.258 ( 0.985 %);    291.587
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          13.210;          77.600;          82.462;          77.911;           0.892 ( 1.145 %);     97.924
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          12.771;          13.425;          17.914;          14.022;           0.761 ( 5.424 %);    544.109
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   480204222.276;          54.749;          59.711;          55.455;           1.182 ( 2.132 %);    137.579
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.324;          25.925;          29.346;          26.274;           0.599 ( 2.281 %);    290.376
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         592.399;          77.605;          86.170;          78.116;           1.830 ( 2.343 %);     97.668
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     2050499.533;          13.434;          14.246;          14.004;           0.229 ( 1.636 %);    544.788
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   479926896.061;          55.047;          57.479;          55.199;           0.418 ( 0.758 %);    138.217
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 8998262468535.082;          25.895;          26.346;          26.131;           0.072 ( 0.274 %);    291.968
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      295739.187;          77.613;          78.066;          77.697;           0.136 ( 0.175 %);     98.195
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          39.466;          14.084;          14.116;          14.094;           0.005 ( 0.038 %);    541.333
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   479649746.011;          54.364;          59.035;          54.970;           1.047 ( 1.904 %);    138.793
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    24819575.150;          25.925;          27.570;          26.175;           0.259 ( 0.990 %);    291.476
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 112692459747551.469;          77.599;          78.052;          77.658;           0.130 ( 0.167 %);     98.243
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;   161368705.885;          14.075;          14.458;          14.106;           0.064 ( 0.453 %);    540.855
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   479372772.006;          55.036;          73.198;          55.997;           3.368 ( 6.015 %);    136.247
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      108266.271;          26.117;          26.464;          26.151;           0.058 ( 0.223 %);    291.743
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           9.923;          77.620;          77.984;          77.683;           0.118 ( 0.152 %);     98.212
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         140.798;          14.083;          14.274;          14.100;           0.032 ( 0.226 %);    541.100
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   479095973.924;          54.367;          57.798;          54.902;           0.748 ( 1.362 %);    138.965
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        3264.563;          25.900;          26.362;          26.135;           0.075 ( 0.286 %);    291.922
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         390.881;          76.724;          77.969;          77.548;           0.280 ( 0.361 %);     98.382
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 447143795577.928;          14.083;          14.106;          14.093;           0.006 ( 0.045 %);    541.342
