     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.358;          77.642;          77.893;          77.668;           0.067 ( 0.086 %);     98.231
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 901207817257793486848.000;          14.083;          14.111;          14.094;           0.006 ( 0.046 %);    541.303
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   495444865.679;          55.007;          57.279;          55.100;           0.396 ( 0.718 %);    138.465
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           7.633;          25.907;          26.568;          26.140;           0.095 ( 0.364 %);    291.861
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          24.773;          77.613;          78.034;          77.657;           0.099 ( 0.128 %);     98.244
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        2040.990;          14.083;          14.114;          14.096;           0.008 ( 0.054 %);    541.243
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   495157842.621;          54.366;          57.367;          55.004;           0.519 ( 0.943 %);    138.707
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.713;          25.924;          26.345;          26.133;           0.068 ( 0.260 %);    291.949
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        1507.099;          77.117;          77.907;          77.485;           0.276 ( 0.356 %);     98.462
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           2.173;          14.082;          14.109;          14.094;           0.008 ( 0.056 %);    541.324
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   494871002.459;          54.366;          58.674;          55.123;           0.664 ( 1.204 %);    138.406
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 103660406612.370;          25.920;          26.591;          26.138;           0.099 ( 0.379 %);    291.891
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;     1815209.696;          77.601;          78.022;          77.659;           0.110 ( 0.141 %);     98.242
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       14353.271;          14.077;          14.120;          14.096;           0.009 ( 0.061 %);    541.257
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   494584345.067;          54.366;          58.013;          55.043;           0.626 ( 1.136 %);    138.607
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     5802995.466;          25.881;          26.366;          26.137;           0.075 ( 0.289 %);    291.903
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.081;          77.605;          82.505;          77.797;           0.852 ( 1.095 %);     98.068
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           5.542;          13.424;          14.119;          13.995;           0.230 ( 1.640 %);    545.165
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   494297870.318;          54.366;          58.531;          54.852;           0.752 ( 1.372 %);    139.091
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       45384.087;          25.904;          26.622;          26.137;           0.106 ( 0.405 %);    291.900
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          18.272;          77.599;          78.615;          77.680;           0.196 ( 0.252 %);     98.215
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      162308.116;          13.434;          31.079;          15.029;           3.309 (22.014 %);    507.639
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   494011578.084;          54.365;          60.237;          54.919;           1.022 ( 1.861 %);    138.922
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1755.519;          25.888;          26.379;          26.134;           0.075 ( 0.287 %);    291.930
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         955.642;          77.614;          77.883;          77.651;           0.079 ( 0.101 %);     98.252
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          15.570;          14.085;          14.114;          14.096;           0.005 ( 0.037 %);    541.247
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   493725468.238;          54.364;          57.709;          55.026;           0.597 ( 1.085 %);    138.650
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         151.461;          25.942;          26.580;          26.142;           0.093 ( 0.357 %);    291.840
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      734175.245;          77.614;          78.507;          77.694;           0.183 ( 0.235 %);     98.198
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     4017447.162;          14.079;          14.107;          14.092;           0.007 ( 0.049 %);    541.394
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   493439540.655;          54.366;          57.805;          55.072;           0.574 ( 1.042 %);    138.534
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          21.198;          25.915;          26.340;          26.131;           0.070 ( 0.266 %);    291.966
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 2155814639561824256.000;          77.600;          81.585;          77.748;           0.693 ( 0.891 %);     98.129
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          49.278;          13.424;          14.107;          13.996;           0.230 ( 1.641 %);    545.131
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   493153795.207;          54.366;          57.933;          54.754;           0.662 ( 1.210 %);    139.339
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           4.101;          25.942;          26.583;          26.148;           0.098 ( 0.375 %);    291.779
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          13.599;          77.611;          77.997;          77.680;           0.128 ( 0.165 %);     98.215
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;   466147842.071;          14.079;          14.112;          14.091;           0.011 ( 0.076 %);    541.440
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   492868231.768;          54.368;          56.727;          55.064;           0.339 ( 0.616 %);    138.555
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.001;          25.894;          26.353;          26.143;           0.074 ( 0.285 %);    291.838
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         618.116;          76.730;          93.643;          78.453;           3.427 ( 4.368 %);     97.249
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         181.251;          13.436;          14.117;          14.001;           0.230 ( 1.645 %);    544.898
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   492582850.211;          54.996;          60.255;          55.181;           0.913 ( 1.655 %);    138.262
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   649219349.999;          25.896;          26.535;          26.132;           0.093 ( 0.356 %);    291.954
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      320128.032;          77.643;          77.956;          77.702;           0.108 ( 0.139 %);     98.188
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 5529643474813.529;          14.083;          14.116;          14.094;           0.007 ( 0.052 %);    541.307
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   492297650.409;          54.367;          58.302;          54.803;           0.709 ( 1.293 %);    139.215
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      631891.998;          25.886;          26.365;          26.132;           0.075 ( 0.288 %);    291.951
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 202513993000337.750;          77.600;          77.903;          77.636;           0.078 ( 0.100 %);     98.271
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         810.514;          13.431;          17.113;          14.086;           0.591 ( 4.197 %);    541.640
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   492012632.238;          54.365;          57.346;          54.961;           0.479 ( 0.871 %);    138.814
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       10945.800;          25.911;          26.575;          26.146;           0.104 ( 0.396 %);    291.795
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          10.207;          77.606;          78.019;          77.646;           0.085 ( 0.109 %);     98.259
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.349;          14.083;          14.204;          14.108;           0.024 ( 0.170 %);    540.777
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   491727795.570;          54.368;          57.102;          54.825;           0.509 ( 0.929 %);    139.160
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         616.054;          25.922;          26.351;          26.141;           0.071 ( 0.270 %);    291.854
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         407.142;          77.611;          77.875;          77.633;           0.061 ( 0.078 %);     98.275
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        4722.039;          14.081;          14.109;          14.095;           0.006 ( 0.046 %);    541.278
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   491443140.279;          54.366;          58.022;          54.834;           0.664 ( 1.210 %);    139.137
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          66.126;          25.904;          26.626;          26.140;           0.105 ( 0.401 %);    291.862
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;      148760.808;          77.603;          78.006;          77.649;           0.096 ( 0.123 %);     98.255
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           3.288;          14.076;          14.107;          14.094;           0.008 ( 0.059 %);    541.341
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   491158666.240;          54.994;          58.107;          55.138;           0.537 ( 0.975 %);    138.369
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          10.677;          25.932;          26.347;          26.136;           0.072 ( 0.274 %);    291.912
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 1792246502769.462;          77.782;          78.458;          78.085;           0.096 ( 0.123 %);     97.706
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       40166.547;          14.079;          14.116;          14.094;           0.008 ( 0.054 %);    541.328
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   490874373.326;          54.368;          57.527;          54.845;           0.617 ( 1.125 %);    139.108
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           2.285;          25.931;          26.576;          26.147;           0.095 ( 0.363 %);    291.785
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           7.723;          76.723;          77.979;          77.570;           0.290 ( 0.374 %);     98.354
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           8.742;          14.075;          14.135;          14.093;           0.011 ( 0.078 %);    541.346
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   490590261.412;          54.367;          57.417;          54.840;           0.592 ( 1.080 %);    139.120
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 6638664228887.886;          25.910;          26.349;          26.132;           0.068 ( 0.261 %);    291.956
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         272.704;          77.602;          77.934;          77.655;           0.104 ( 0.133 %);     98.247
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      614364.105;          14.087;          14.108;          14.096;           0.006 ( 0.042 %);    541.233
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   490306330.371;          54.366;          58.414;          54.834;           0.736 ( 1.342 %);    139.135
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;    22786108.021;          25.927;          26.549;          26.136;           0.094 ( 0.359 %);    291.909
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       73005.487;          77.599;          77.911;          77.639;           0.086 ( 0.111 %);     98.268
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          25.843;          14.079;          14.114;          14.097;           0.009 ( 0.063 %);    541.218
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   490022580.079;          54.366;          57.914;          54.802;           0.650 ( 1.186 %);    139.216
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      103013.857;          25.901;          26.343;          26.126;           0.070 ( 0.267 %);    292.020
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000; 73281050287.960;          77.599;          77.949;          77.647;           0.099 ( 0.128 %);     98.257
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;    26455685.176;          14.085;          14.117;          14.095;           0.009 ( 0.062 %);    541.268
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   489739010.410;          54.368;          57.362;          54.848;           0.592 ( 1.079 %);    139.100
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        3152.075;          25.914;          26.609;          26.142;           0.107 ( 0.409 %);    291.846
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           5.887;          77.600;          78.010;          77.631;           0.083 ( 0.107 %);     98.278
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          87.172;          14.075;          14.107;          14.093;           0.008 ( 0.058 %);    541.376
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   489455621.239;          54.661;          57.362;          55.057;           0.452 ( 0.821 %);    138.573
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         238.767;          25.917;          26.323;          26.126;           0.067 ( 0.257 %);    292.027
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         185.500;          77.642;          77.880;          77.665;           0.058 ( 0.074 %);     98.235
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 11835132165.424;          14.079;          14.111;          14.096;           0.007 ( 0.049 %);    541.258
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   489172412.439;          54.366;          57.531;          54.932;           0.524 ( 0.954 %);    138.889
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          30.761;          25.941;          26.595;          26.145;           0.097 ( 0.371 %);    291.811
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       37564.022;          77.605;          78.037;          77.667;           0.118 ( 0.152 %);     98.232
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         348.024;          14.082;          14.118;          14.096;           0.007 ( 0.046 %);    541.230
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   488889383.887;          55.006;          57.578;          55.134;           0.446 ( 0.809 %);    138.378
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           5.620;          25.924;          26.347;          26.131;           0.067 ( 0.258 %);    291.970
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;  6524803116.984;          77.618;          77.977;          77.654;           0.093 ( 0.120 %);     98.249
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 1149602460360673152.000;          14.081;          14.118;          14.096;           0.007 ( 0.050 %);    541.237
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   488606535.456;          54.364;          57.286;          54.825;           0.575 ( 1.050 %);    139.160
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.315;          25.909;          26.602;          26.143;           0.103 ( 0.393 %);    291.837
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           4.520;          77.612;          77.976;          77.664;           0.108 ( 0.139 %);     98.236
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        1736.422;          14.079;          14.111;          14.094;           0.007 ( 0.053 %);    541.329
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   488323867.022;          54.995;          57.663;          55.140;           0.461 ( 0.836 %);    138.364
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;  6428871053.841;          25.893;          29.171;          26.286;           0.644 ( 2.451 %);    290.247
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;         127.999;          77.611;          78.139;          77.647;           0.111 ( 0.143 %);     98.258
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           2.002;          14.078;          14.111;          14.096;           0.009 ( 0.063 %);    541.230
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   488041378.459;          54.364;          57.090;          54.991;           0.510 ( 0.928 %);    138.739
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     1861545.522;          25.900;          26.610;          26.133;           0.105 ( 0.401 %);    291.945
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       20145.390;          77.602;          84.014;          77.902;           1.152 ( 1.478 %);     97.935
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       11797.665;          14.077;          14.263;          14.099;           0.030 ( 0.214 %);    541.113
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   487759069.644;          55.007;          57.548;          55.100;           0.444 ( 0.806 %);    138.466
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;       22199.022;          25.904;          26.335;          26.128;           0.070 ( 0.266 %);    292.001
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;   931907363.108;          77.334;          83.339;          77.815;           0.997 ( 1.281 %);     98.046
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           5.066;          13.434;          14.490;          14.014;           0.243 ( 1.731 %);    544.415
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   487476940.450;          54.373;          58.033;          55.054;           0.613 ( 1.114 %);    138.580
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        1041.984;          25.915;          33.532;          26.533;           1.502 ( 5.661 %);    287.540
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           3.495;          77.617;          78.228;          77.694;           0.182 ( 0.235 %);     98.198
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;      126502.700;          14.075;          14.579;          14.111;           0.084 ( 0.599 %);    540.689
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   487194990.754;          54.751;          58.506;          55.145;           0.614 ( 1.113 %);    138.351
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         100.460;          25.911;          26.334;          26.128;           0.068 ( 0.258 %);    292.005
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          89.502;          77.620;          84.858;          77.956;           1.273 ( 1.633 %);     97.869
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          14.094;          13.425;          14.103;          13.998;           0.229 ( 1.634 %);    545.018
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   486913220.431;          54.366;          61.422;          55.901;           2.128 ( 3.807 %);    136.481
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          15.110;          25.890;          27.105;          26.145;           0.195 ( 0.746 %);    291.807
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;       11206.114;          77.640;          78.083;          77.686;           0.113 ( 0.146 %);     98.207
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;     2853972.409;          14.072;          14.115;          14.097;           0.010 ( 0.072 %);    541.215
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   486631629.356;          54.364;          58.248;          54.857;           0.658 ( 1.200 %);    139.078
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           3.075;          25.883;          26.543;          26.152;           0.104 ( 0.398 %);    291.728
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;   182882635.804;          77.609;          82.494;          77.823;           0.848 ( 1.090 %);     98.036
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;          44.073;          13.435;          14.105;          14.001;           0.227 ( 1.620 %);    544.937
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   486350217.405;          54.364;          58.218;          54.994;           0.632 ( 1.150 %);    138.731
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 9375307596822440.000;          25.875;          26.615;          26.156;           0.125 ( 0.480 %);    291.685
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           2.719;          77.621;          81.007;          77.785;           0.595 ( 0.766 %);     98.083
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;   270436530.867;          14.083;          14.112;          14.098;           0.008 ( 0.059 %);    541.170
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   486068984.454;          54.367;          57.728;          54.833;           0.630 ( 1.148 %);    139.139
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;   111175082.521;          25.936;          26.345;          26.132;           0.064 ( 0.245 %);    291.953
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          63.362;          77.611;          78.352;          77.717;           0.168 ( 0.217 %);     98.169
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         159.622;          14.081;          14.107;          14.091;           0.007 ( 0.052 %);    541.424
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   485787930.379;          54.749;          57.671;          55.123;           0.476 ( 0.864 %);    138.408
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;      251590.990;          25.916;          26.570;          26.140;           0.097 ( 0.371 %);    291.870
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        6439.469;          77.612;          77.949;          77.650;           0.094 ( 0.121 %);     98.254
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000; 1453197701338.518;          14.080;          14.108;          14.092;           0.006 ( 0.044 %);    541.395
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   485507055.054;          54.364;          57.642;          54.778;           0.606 ( 1.106 %);    139.279
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;        5869.420;          25.896;          26.376;          26.141;           0.077 ( 0.296 %);    291.855
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;    45099041.534;          77.615;          78.006;          77.703;           0.131 ( 0.168 %);     98.186
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;         699.392;          14.082;          14.110;          14.095;           0.006 ( 0.046 %);    541.267
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   485226358.357;          54.364;          58.213;          54.951;           0.810 ( 1.475 %);    138.841
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;         384.659;          25.892;          26.422;          26.138;           0.081 ( 0.312 %);    291.884
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           2.129;          77.611;          80.379;          77.752;           0.485 ( 0.624 %);     98.125
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           1.248;          13.420;          14.112;          13.999;           0.228 ( 1.631 %);    545.011
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   484945840.164;          54.364;          57.160;          54.873;           0.460 ( 0.838 %);    139.037
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;          45.288;          25.884;          26.341;          26.131;           0.071 ( 0.271 %);    291.966
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;          45.377;          77.613;          78.068;          77.683;           0.130 ( 0.168 %);     98.211
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;        3961.469;          14.082;          14.106;          14.092;           0.007 ( 0.046 %);    541.396
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   484665500.350;          54.365;          58.537;          54.853;           0.749 ( 1.366 %);    139.087
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           7.781;          25.898;          27.757;          26.181;           0.292 ( 1.115 %);    291.410
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;        3809.589;          76.724;          78.029;          77.608;           0.310 ( 0.399 %);     98.306
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           3.019;          14.077;          14.117;          14.094;           0.011 ( 0.075 %);    541.329
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   484385338.793;          54.666;          60.763;          55.148;           1.021 ( 1.851 %);    138.345
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;           1.741;          25.930;          26.337;          26.133;           0.066 ( 0.253 %);    291.947
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;    13210600.062;          76.726;          77.975;          77.621;           0.267 ( 0.344 %);     98.290
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;       32328.051;          14.079;          14.106;          14.091;           0.007 ( 0.048 %);    541.423
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   484105355.367;          54.667;          57.526;          54.939;           0.499 ( 0.908 %);    138.869
  naif_ite;           0.016;           0.000;           0.000;         10;      10000; 126559214498.545;          25.931;          26.335;          26.129;           0.066 ( 0.252 %);    291.990
  rapi_rec;           0.016;           0.000;           0.000;         10;      10000;           1.676;          77.613;          77.971;          77.671;           0.100 ( 0.128 %);     98.227
  rapi_ite;           0.016;           0.000;           0.000;         10;      10000;           7.958;          14.084;          14.112;          14.097;           0.006 ( 0.042 %);    541.212
     title;             KiB;             MiB;             GiB;          n;        rep;             res;             min;             max;            mean;                 stddev (%);      MiB/s
  naif_rec;           0.016;           0.000;           0.000;         10;      10000;   483825549.950;          54.366;          59.218;          54.767;           0.854 ( 1.559 %);    139.306
  naif_ite;           0.016;           0.000;           0.000;         10;      10000;     6251912.480;          25.890;          26.309;          26.120;           0.069 ( 0.266 %);    292.088
