          14.100	           8.262	           7.977	           6.948	           7.451
          14.100	           7.849	           8.418	           6.971	           7.353
          14.096	           8.123	           8.285	           6.953	           7.354
          14.099	           7.922	           8.292	           6.983	           7.345
       -3016.300	           7.758	           7.813	           7.484	           7.345
          14.124	           7.912	           8.006	           7.602	           7.352
          14.097	           8.383	           7.877	           7.556	           7.347
          14.110	           7.779	           8.152	           6.949	           7.345
          14.097	           7.787	           7.754	           6.975	           7.345
          14.100	           7.738	           7.795	           6.970	           7.352
          14.091	           7.960	           8.273	           6.953	           7.562
          14.103	           7.775	           7.781	           7.215	           7.576
          13.999	           7.721	           8.441	           6.949	           7.681
          14.021	           7.937	           8.269	           7.462	           7.495
          14.101	           8.296	           7.738	           7.578	           7.344
          14.097	           8.118	           7.879	           6.951	           7.344
          14.112	           8.423	           8.450	           6.972	           7.345
          14.100	           7.992	           8.199	           7.622	           7.345
          14.114	           8.045	           7.848	           6.974	           7.493
          14.094	           7.764	           8.105	           6.948	           7.345
          14.097	           7.830	           8.264	           6.949	           7.347
          14.013	           8.131	           8.025	           7.220	           7.346
          14.014	           7.796	           8.128	           7.186	           7.345
          14.103	           7.777	           7.773	           6.959	           7.345
          14.099	           8.008	           8.252	           6.949	           7.344
          14.093	           7.751	           8.007	           6.950	           7.347
          14.098	           8.085	           8.008	           6.955	           7.342
          14.923	           8.300	           8.307	           7.328	           7.344
          14.097	           8.097	           8.042	           7.595	           7.345
          14.098	           7.872	           7.748	           6.961	           7.347
          14.100	           8.303	           7.765	           6.951	           7.344
          14.099	           7.746	           7.850	           6.977	           7.344
          14.107	           8.271	           7.871	           7.276	           7.344
          14.011	           8.153	           7.764	           6.975	           7.343
          14.097	           8.162	           7.968	           7.579	           7.346
          14.101	           7.908	           8.280	           7.311	       -3022.957
          14.096	           8.010	           7.816	           7.600	           7.344
          14.052	           8.038	           8.296	           7.322	           7.344
          14.019	           8.324	           8.262	           6.973	           7.345
          14.012	           7.763	           9.178	           7.011	           7.345
          13.996	           7.960	           7.773	           7.255	           7.344
          14.010	           8.301	           7.800	           7.422	           7.343
          14.123	           8.258	           8.297	           7.286	           7.346
          14.013	           7.796	           8.256	           7.017	           7.344
          14.098	           8.306	           7.865	           6.947	           7.345
          14.095	           7.795	           8.297	           7.435	           7.345
          14.098	           7.869	           7.963	           6.949	           7.345
          14.096	           7.915	           8.285	           7.160	           7.373
          14.099	           7.971	           8.265	       -3022.862	           7.345
          14.115	           8.361	           8.319	           7.273	           7.347
          14.100	           7.769	           8.058	           6.954	           7.342
          14.101	           8.178	           7.776	           6.951	           7.347
          14.098	           7.813	           7.769	           6.950	           7.345
          14.095	           7.949	           7.771	           7.328	           7.348
          14.002	           7.777	           8.272	           7.556	           7.347
          14.003	           8.259	           8.015	           6.948	           7.346
          14.102	           7.808	           7.857	           6.987	           7.344
          14.097	           8.018	           8.118	           7.601	           7.346
          14.098	           8.730	           8.264	           7.209	           7.345
          14.096	           8.245	           7.804	           6.953	           7.347
          14.103	           7.742	           7.959	           7.290	           7.345
          13.998	           8.295	           7.848	           7.624	           7.344
          14.096	           8.079	           7.756	           6.948	           7.353
          14.097	           8.071	           8.181	           6.949	           7.345
          14.000	           7.756	           7.739	           6.962	           7.344
          14.096	           8.261	           8.008	           7.142	           7.343
          14.426	           8.259	           7.778	           6.996	           7.342
          14.105	           7.996	           7.984	           7.094	           7.347
          14.006	           8.165	           7.855	           7.464	           7.347
          14.003	           8.108	           8.285	           6.958	           7.346
          14.099	           7.989	           7.941	           7.123	           7.346
          14.095	           8.110	           7.795	           7.613	           7.406
          14.011	           7.786	           7.885	           6.960	           7.348
          14.100	           8.145	           8.152	           7.163	           7.354
          14.115	           7.983	           8.391	           7.089	           7.343
          14.099	           8.257	           7.748	           7.667	           7.341
          13.974	           8.039	           7.835	           6.950	           7.346
          14.095	           8.017	           7.852	           7.136	           7.363
          14.104	           8.111	           7.856	           7.556	           7.345
          14.095	           7.775	           7.795	           7.348	           7.347
          14.115	           8.019	           8.175	           6.974	           7.346
          14.099	           7.994	           7.796	           7.626	           7.344
          14.096	           7.762	           8.032	           6.953	           7.346
          14.105	           8.009	           7.776	           7.580	           7.346
          14.105	           7.965	           7.873	           7.600	           7.345
          14.096	           8.125	           7.780	           6.952	           7.344
          14.095	           8.238	           8.036	           7.161	           7.345
          14.094	           8.114	           8.113	           7.039	           7.345
          14.012	           8.152	           8.283	           6.947	           7.401
          14.099	           8.161	           7.862	           6.950	           7.343
          14.108	           8.005	           7.748	           7.300	           7.345
          14.096	           7.942	           7.839	           7.189	           7.344
          14.098	           7.749	           7.875	           6.948	           7.345
          14.095	           8.245	           8.119	           6.953	           7.345
          14.003	           8.146	           7.777	           6.995	           7.344
          14.007	           8.161	           8.125	           7.629	           7.345
          14.096	           8.262	           7.722	           6.950	           7.345
          14.098	           8.255	           7.974	           6.985	           7.607
          14.367	           8.279	           8.279	           6.950	           7.446
          14.095	           7.992	           8.070	           7.647	           7.344
          14.006	           8.120	           8.076	           7.019	           7.342
