0	1.000000	1.000000
1	1.110000	1.110000
2	1.232100	1.232100
3	1.367631	1.367631
4	1.518070	1.518070
5	1.685058	1.685058
6	1.870415	1.870415
7	2.076160	2.076160
8	2.304538	2.304538
9	2.558037	2.558037
10	2.839421	2.839421
11	3.151757	3.151757
12	3.498451	3.498451
13	3.883280	3.883280
14	4.310441	4.310441
15	4.784589	4.784589
16	5.310894	5.310894
17	5.895093	5.895093
18	6.543553	6.543553
19	7.263344	7.263344
20	8.062312	8.062312
21	8.949166	8.949166
22	9.933574	9.933574
23	11.026267	11.026267
24	12.239157	12.239157
25	13.585464	13.585464
26	15.079865	15.079865
27	16.738650	16.738650
28	18.579901	18.579901
29	20.623691	20.623691
30	22.892297	22.892297
31	25.410449	25.410449
32	28.205599	28.205599
33	31.308214	31.308214
34	34.752118	34.752118
35	38.574851	38.574851
36	42.818085	42.818085
37	47.528074	47.528074
38	52.756162	52.756162
39	58.559340	58.559340
40	65.000867	65.000867
41	72.150963	72.150963
42	80.087569	80.087569
43	88.897201	88.897201
44	98.675893	98.675893
45	109.530242	109.530242
46	121.578568	121.578568
47	134.952211	134.952211
48	149.796954	149.796954
49	166.274619	166.274619
50	184.564827	184.564827
51	204.866958	204.866958
52	227.402323	227.402323
53	252.416579	252.416579
54	280.182402	280.182402
55	311.002466	311.002466
56	345.212738	345.212738
57	383.186139	383.186139
58	425.336614	425.336614
59	472.123642	472.123642
60	524.057242	524.057242
61	581.703539	581.703539
62	645.690928	645.690928
63	716.716930	716.716930
64	795.555793	795.555793
65	883.066930	883.066930
66	980.204292	980.204292
67	1088.026764	1088.026764
68	1207.709708	1207.709708
69	1340.557776	1340.557776
70	1488.019132	1488.019132
71	1651.701236	1651.701236
72	1833.388372	1833.388372
73	2035.061093	2035.061093
74	2258.917813	2258.917813
75	2507.398773	2507.398773
76	2783.212638	2783.212638
77	3089.366028	3089.366028
78	3429.196291	3429.196291
79	3806.407883	3806.407883
80	4225.112750	4225.112750
81	4689.875153	4689.875153
82	5205.761420	5205.761420
83	5778.395176	5778.395176
84	6414.018645	6414.018645
85	7119.560696	7119.560696
86	7902.712373	7902.712373
87	8772.010734	8772.010734
88	9736.931915	9736.931915
89	10807.994425	10807.994425
90	11996.873812	11996.873812
91	13316.529932	13316.529932
