recursive x = 2.000000 n = 0 result =	1.000000	iterative x = 2.000000 n = 0 result =	1.000000
recursive x = 2.000000 n = 1 result =	2.000000	iterative x = 2.000000 n = 1 result =	2.000000
recursive x = 2.000000 n = 2 result =	4.000000	iterative x = 2.000000 n = 2 result =	4.000000
recursive x = 2.000000 n = 3 result =	8.000000	iterative x = 2.000000 n = 3 result =	8.000000
recursive x = 2.000000 n = 4 result =	16.000000	iterative x = 2.000000 n = 4 result =	16.000000
recursive x = 2.000000 n = 5 result =	32.000000	iterative x = 2.000000 n = 5 result =	32.000000
recursive x = 2.000000 n = 6 result =	64.000000	iterative x = 2.000000 n = 6 result =	64.000000
recursive x = 2.000000 n = 7 result =	128.000000	iterative x = 2.000000 n = 7 result =	128.000000
recursive x = 2.000000 n = 8 result =	256.000000	iterative x = 2.000000 n = 8 result =	256.000000
recursive x = 2.000000 n = 9 result =	512.000000	iterative x = 2.000000 n = 9 result =	512.000000
recursive x = 2.000000 n = 10 result =	1024.000000	iterative x = 2.000000 n = 10 result =	1024.000000
recursive x = 2.000000 n = 11 result =	2048.000000	iterative x = 2.000000 n = 11 result =	2048.000000
recursive x = 2.000000 n = 12 result =	4096.000000	iterative x = 2.000000 n = 12 result =	4096.000000
recursive x = 2.000000 n = 13 result =	8192.000000	iterative x = 2.000000 n = 13 result =	8192.000000
recursive x = 2.000000 n = 14 result =	16384.000000	iterative x = 2.000000 n = 14 result =	16384.000000
recursive x = 2.000000 n = 15 result =	32768.000000	iterative x = 2.000000 n = 15 result =	32768.000000
recursive x = 2.000000 n = 16 result =	65536.000000	iterative x = 2.000000 n = 16 result =	65536.000000
recursive x = 2.000000 n = 17 result =	131072.000000	iterative x = 2.000000 n = 17 result =	131072.000000
recursive x = 2.000000 n = 18 result =	262144.000000	iterative x = 2.000000 n = 18 result =	262144.000000
recursive x = 2.000000 n = 19 result =	524288.000000	iterative x = 2.000000 n = 19 result =	524288.000000
recursive x = 2.000000 n = 20 result =	1048576.000000	iterative x = 2.000000 n = 20 result =	1048576.000000
recursive x = 2.000000 n = 21 result =	2097152.000000	iterative x = 2.000000 n = 21 result =	2097152.000000
recursive x = 2.000000 n = 22 result =	4194304.000000	iterative x = 2.000000 n = 22 result =	4194304.000000
recursive x = 2.000000 n = 23 result =	8388608.000000	iterative x = 2.000000 n = 23 result =	8388608.000000
recursive x = 2.000000 n = 24 result =	16777216.000000	iterative x = 2.000000 n = 24 result =	16777216.000000
recursive x = 2.000000 n = 25 result =	33554432.000000	iterative x = 2.000000 n = 25 result =	33554432.000000
recursive x = 2.000000 n = 26 result =	67108864.000000	iterative x = 2.000000 n = 26 result =	67108864.000000
recursive x = 2.000000 n = 27 result =	134217728.000000	iterative x = 2.000000 n = 27 result =	134217728.000000
recursive x = 2.000000 n = 28 result =	268435456.000000	iterative x = 2.000000 n = 28 result =	268435456.000000
recursive x = 2.000000 n = 29 result =	536870912.000000	iterative x = 2.000000 n = 29 result =	536870912.000000
recursive x = 2.000000 n = 30 result =	1073741824.000000	iterative x = 2.000000 n = 30 result =	1073741824.000000
recursive x = 2.000000 n = 31 result =	2147483648.000000	iterative x = 2.000000 n = 31 result =	2147483648.000000
recursive x = 2.000000 n = 32 result =	4294967296.000000	iterative x = 2.000000 n = 32 result =	4294967296.000000
recursive x = 2.000000 n = 33 result =	8589934592.000000	iterative x = 2.000000 n = 33 result =	8589934592.000000
recursive x = 2.000000 n = 34 result =	17179869184.000000	iterative x = 2.000000 n = 34 result =	17179869184.000000
recursive x = 2.000000 n = 35 result =	34359738368.000000	iterative x = 2.000000 n = 35 result =	34359738368.000000
recursive x = 2.000000 n = 36 result =	68719476736.000000	iterative x = 2.000000 n = 36 result =	68719476736.000000
recursive x = 2.000000 n = 37 result =	137438953472.000000	iterative x = 2.000000 n = 37 result =	137438953472.000000
recursive x = 2.000000 n = 38 result =	274877906944.000000	iterative x = 2.000000 n = 38 result =	274877906944.000000
recursive x = 2.000000 n = 39 result =	549755813888.000000	iterative x = 2.000000 n = 39 result =	549755813888.000000
recursive x = 2.000000 n = 40 result =	1099511627776.000000	iterative x = 2.000000 n = 40 result =	1099511627776.000000
recursive x = 2.000000 n = 41 result =	2199023255552.000000	iterative x = 2.000000 n = 41 result =	2199023255552.000000
recursive x = 2.000000 n = 42 result =	4398046511104.000000	iterative x = 2.000000 n = 42 result =	4398046511104.000000
recursive x = 2.000000 n = 43 result =	8796093022208.000000	iterative x = 2.000000 n = 43 result =	8796093022208.000000
recursive x = 2.000000 n = 44 result =	17592186044416.000000	iterative x = 2.000000 n = 44 result =	17592186044416.000000
