           4.943 	           1.030 	           0.089 	           0.002 	       17407.775 
           9.326 	           0.076 	           0.058 	           0.036 	           0.151 
           2.264 	           0.005 	           0.096 	           0.088 	           0.748 
           0.065 	           0.095 	           0.023 	           0.002 	           0.281 
           5.307 	           0.068 	           0.016 	           0.002 	           0.596 
           0.993 	           1.894 	           1.965 	           2.894 	           0.901 
           0.279 	           0.616 	           0.016 	           0.002 	           0.250 
           1.296 	           0.094 	           3.623 	           0.002 	           0.855 
           1.736 	           0.009 	           0.174 	           0.180 	           0.173 
           0.504 	           0.336 	           0.026 	           0.001 	           0.133 
           0.584 	           0.127 	           0.019 	           0.062 	           0.178 
           0.253 	           0.107 	           0.022 	           0.002 	           1.696 
           0.058 	           0.013 	           0.049 	           0.002 	           0.700 
           0.077 	           0.113 	           1.070 	           0.004 	           0.876 
           0.194 	           1.038 	           0.946 	           0.002 	           1.063 
           1.241 	           0.010 	           0.028 	           0.063 	           0.775 
           0.078 	           0.076 	           0.017 	           0.131 	           0.285 
           0.468 	           0.068 	           0.016 	           0.535 	           0.023 
           0.161 	           0.010 	           0.017 	           0.061 	           0.968 
           1.291 	           0.002 	           0.545 	           0.145 	           0.346 
           1.770 	           0.018 	           0.012 	           0.132 	           1.076 
           0.293 	           0.191 	           0.020 	           0.001 	           0.298 
           7.791 	           0.103 	           0.026 	           0.002 	           0.770 
           1.720 	           0.250 	           0.002 	           0.002 	           0.229 
           0.387 	           0.002 	           2.923 	           3.347 	           1.374 
           0.902 	           0.004 	           3.092 	           0.128 	           1.729 
           0.159 	           0.002 	           3.368 	           0.676 	           0.328 
           0.061 	           0.068 	           1.256 	           0.003 	           0.023 
           0.053 	           0.002 	           0.002 	           0.002 	           0.790 
           0.065 	           0.008 	           0.018 	           0.481 	           0.199 
       17407.782 	           0.001 	           0.070 	           0.002 	           0.105 
           0.059 	           0.129 	           0.126 	           0.002 	           0.368 
           0.113 	           0.003 	           0.095 	           0.053 	           0.298 
           0.906 	           0.077 	           0.006 	           0.002 	           0.715 
           0.043 	           0.082 	           0.036 	           0.002 	           0.831 
           0.195 	           0.010 	           0.069 	           1.074 	           1.620 
           0.060 	           0.159 	           0.016 	           0.151 	           2.092 
           0.069 	           1.543 	           1.146 	           0.111 	           0.449 
           2.696 	           0.095 	           0.657 	           0.002 	           0.354 
           1.426 	           0.114 	           0.934 	           0.006 	           0.770 
           0.069 	           0.027 	           1.656 	           1.227 	           0.151 
           0.073 	           0.002 	           0.145 	           0.413 	           0.257 
           3.647 	           0.010 	           0.094 	           0.050 	           0.755 
           0.068 	           0.153 	           0.106 	           0.002 	           0.754 
           0.280 	           0.010 	           0.002 	           0.002 	           0.800 
           0.064 	           0.938 	           0.073 	           0.002 	           0.818 
           0.051 	           0.011 	           0.041 	           0.596 	           0.665 
