0 0	0.00000000000000000
5 .00000009528299610	0.00000004903490714
10 .00000012989903142	0.00000000564998320
15 .00000019570984051	0.00000001874785819
20 .00000021855119591	0.00000015232845190
25 .00000029484202874	0.00000021669538874
30 .00000026620142518	0.00000030203305081
35 .00000037534913699	0.00000035522181413
40 .00000042692671603	0.00000047315396429
45 .00000045799638760	0.00000049333860303
50 .00000046843891299	0.00000057346978344
55 .00000049847186259	0.00000057356199843
60 .00000056775193483	0.00000062254493235
65 .00000054954875622	0.00000060719379222
70 .00000067413664824	0.00000068220941141
75 .00000062360543551	0.00000066267990079
80 .00000077408269238	0.00000065300708136
85 .00000073744225242	0.00000061745185285
90 .00000086421107820	0.00000072775986881
95 .00000082975272808	0.00000082045919887
100 .00000079192060638	0.00000080659228315
105 .00000087428013410	0.00000093979538442
110 .00000090803125513	0.00000099208946172
115 .00000099388414862	0.00000113543093458
120 .00000106222319789	0.00000114443208298
125 .00000099580004948	0.00000115832883860
130 .00000106409876649	0.00000122865258612
135 .00000122413242248	0.00000120132903161
140 .00000118914339855	0.00000123869104016
145 .00000126824958224	0.00000125137131412
150 .00000132014200392	0.00000123041196676
155 .00000146740569095	0.00000124488485845
160 .00000134622360391	0.00000125378575308
165 .00000159143966170	0.00000131760160646
170 .00000153921546531	0.00000137596119620
175 .00000149588627573	0.00000143590447456
180 .00000173752360943	0.00000149450316790
185 .00000164109996490	0.00000162339394914
190 .00000169587668962	0.00000180229077509
195 .00000170937720830	0.00000188164283845
200 .00000171671301397	0.00000188360903821
