     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.532e+17;           5.794;          20.212;           8.484;           3.105 (36.594 %)
  naif_ite;         10;      10000;       8.886e+15;           5.022;          10.059;           5.924;           1.335 (22.535 %)
  rapi_rec;         10;      10000;       7.808e+14;          13.117;          17.314;          14.865;           1.127 ( 7.578 %)
  rapi_ite;         10;      10000;       1.235e+24;           7.332;           9.778;           7.587;           0.642 ( 8.462 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       4.599e+10;           5.793;          13.745;           7.347;           1.984 (27.010 %)
  naif_ite;         10;      10000;       4.210e+22;           5.023;          10.269;           6.318;           1.608 (25.454 %)
  rapi_rec;         10;      10000;       6.565e+13;          13.156;          21.061;          15.110;           1.450 ( 9.598 %)
  rapi_ite;         10;      10000;       3.975e+13;           7.240;           9.127;           7.718;           0.416 ( 5.392 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       5.772e+22;           5.796;           7.335;           6.308;           0.498 ( 7.894 %)
  naif_ite;         10;      10000;       1.658e+17;           5.021;           9.578;           5.790;           1.121 (19.362 %)
  rapi_rec;         10;      10000;       1.064e+15;          13.502;          15.663;          14.626;           0.627 ( 4.284 %)
  rapi_ite;         10;      10000;       8.078e+23;           7.333;          11.961;           8.168;           1.185 (14.503 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.814e+10;           6.177;           9.328;           6.361;           0.604 ( 9.499 %)
  naif_ite;         10;      10000;       1.090e+22;           5.500;           8.997;           6.331;           0.612 ( 9.672 %)
  rapi_rec;         10;      10000;       2.206e+19;          13.117;          16.180;          13.543;           0.849 ( 6.268 %)
  rapi_ite;         10;      10000;       4.103e+27;           7.333;          15.911;           8.499;           2.006 (23.604 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       6.330e+26;           5.791;           8.566;           6.296;           0.733 (11.643 %)
  naif_ite;         10;      10000;       1.194e+11;           5.641;          12.883;           8.357;           1.748 (20.919 %)
  rapi_rec;         10;      10000;       6.280e+14;          14.691;          21.085;          17.528;           1.905 (10.869 %)
  rapi_ite;         10;      10000;       8.337e+17;           7.333;          29.465;          13.541;           4.426 (32.686 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       2.223e+12;           9.344;          22.845;          13.806;           3.695 (26.766 %)
  naif_ite;         10;      10000;       9.049e+17;           5.025;          11.997;           8.323;           2.065 (24.814 %)
  rapi_rec;         10;      10000;       4.175e+16;          13.116;          22.627;          15.587;           2.210 (14.179 %)
  rapi_ite;         10;      10000;       8.972e+14;           7.332;          26.178;          10.380;           4.374 (42.142 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.253e+13;           5.793;          24.000;          13.153;           5.409 (41.123 %)
  naif_ite;         10;      10000;       1.801e+11;           5.019;          33.422;          12.667;           7.311 (57.723 %)
  rapi_rec;         10;      10000;       2.553e+26;          13.115;          24.982;          17.275;           3.369 (19.505 %)
  rapi_ite;         10;      10000;       8.725e+14;           7.332;          11.398;           7.982;           1.233 (15.453 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       2.840e+16;           5.793;          12.711;           7.247;           1.955 (26.972 %)
  naif_ite;         10;      10000;       1.355e+15;           5.022;           9.658;           6.057;           1.014 (16.735 %)
  rapi_rec;         10;      10000;       6.276e+17;          13.172;          15.694;          14.609;           0.603 ( 4.126 %)
  rapi_ite;         10;      10000;       2.287e+17;           7.333;          10.445;           7.834;           0.665 ( 8.492 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.692e+12;           5.793;          10.878;           7.076;           1.115 (15.756 %)
  naif_ite;         10;      10000;       6.716e+24;           5.025;          10.824;           6.036;           1.123 (18.611 %)
  rapi_rec;         10;      10000;       3.220e+15;          13.116;          21.292;          14.420;           1.430 ( 9.919 %)
  rapi_ite;         10;      10000;       7.895e+15;           7.826;          15.889;          10.539;           1.883 (17.872 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       3.785e+06;           5.795;          13.001;           9.092;           2.029 (22.318 %)
  naif_ite;         10;      10000;       3.182e+10;           5.020;           9.394;           5.605;           0.829 (14.795 %)
  rapi_rec;         10;      10000;       2.751e+15;          13.504;          21.221;          16.035;           1.919 (11.965 %)
  rapi_ite;         10;      10000;       1.788e+10;           7.334;          13.301;           7.955;           1.051 (13.216 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       7.941e+12;           5.792;           7.721;           6.471;           0.654 (10.108 %)
  naif_ite;         10;      10000;       2.937e+18;           5.021;          14.726;           7.783;           3.009 (38.667 %)
  rapi_rec;         10;      10000;       6.529e+25;          13.503;          26.588;          19.321;           3.666 (18.974 %)
  rapi_ite;         10;      10000;       2.003e+16;           7.332;          13.804;           7.984;           1.585 (19.846 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.004e+08;           5.791;          13.441;           8.154;           2.132 (26.145 %)
  naif_ite;         10;      10000;       6.274e+23;           5.021;          10.143;           5.586;           0.926 (16.581 %)
  rapi_rec;         10;      10000;       2.473e+10;          13.502;          14.866;          14.632;           0.206 ( 1.408 %)
  rapi_ite;         10;      10000;       2.125e+08;           7.332;           7.683;           7.346;           0.061 ( 0.826 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       4.569e+09;           5.791;           9.467;           6.290;           0.806 (12.817 %)
  naif_ite;         10;      10000;       6.988e+22;           5.020;          11.229;           5.446;           1.064 (19.544 %)
  rapi_rec;         10;      10000;       1.085e+19;          13.502;          15.375;          13.958;           0.603 ( 4.322 %)
  rapi_ite;         10;      10000;       4.374e+32;           7.332;           7.679;           7.347;           0.060 ( 0.818 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       8.111e+33;           5.793;           5.826;           5.796;           0.006 ( 0.097 %)
  naif_ite;         10;      10000;       1.116e+21;           5.406;           5.426;           5.410;           0.003 ( 0.060 %)
  rapi_rec;         10;      10000;       1.994e+20;          13.117;          19.603;          13.683;           1.203 ( 8.795 %)
  rapi_ite;         10;      10000;       5.174e+09;           7.332;           7.714;           7.346;           0.066 ( 0.900 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       1.678e+13;           5.792;           8.007;           6.448;           0.642 ( 9.949 %)
  naif_ite;         10;      10000;       2.741e+26;           5.023;           9.359;           6.779;           1.213 (17.888 %)
  rapi_rec;         10;      10000;       4.279e+10;          13.503;          21.998;          18.163;           2.108 (11.609 %)
  rapi_ite;         10;      10000;       1.972e+18;           7.999;          17.143;          11.267;           2.042 (18.123 %)
     title;      power;       loop;    results mean;             min;             max;            mean;                 stddev (%)
  naif_rec;         10;      10000;       5.557e+22;           5.793;          13.708;           7.976;           2.295 (28.779 %)
