           5.084 (13.402 %)
           0.479 ( 1.424 %)
           0.398 ( 1.184 %)
           0.507 ( 1.508 %)
           0.499 ( 1.483 %)
           1.887 ( 5.498 %)
           2.148 ( 6.252 %)
           0.755 ( 2.236 %)
           0.475 ( 1.412 %)
           0.474 ( 1.410 %)
           0.552 ( 1.642 %)
           0.849 ( 2.517 %)
           1.668 ( 4.878 %)
           6.663 (18.337 %)
           2.174 ( 6.350 %)
           0.585 ( 1.736 %)
           0.393 ( 1.170 %)
           1.031 ( 3.054 %)
           0.371 ( 1.102 %)
           0.484 ( 1.439 %)
           0.475 ( 1.411 %)
           0.495 ( 1.470 %)
           0.504 ( 1.498 %)
           0.389 ( 1.157 %)
           0.522 ( 1.552 %)
           0.907 ( 2.687 %)
           0.660 ( 1.958 %)
           2.309 ( 6.710 %)
           0.532 ( 1.578 %)
           0.465 ( 1.383 %)
           0.485 ( 1.440 %)
           0.419 ( 1.245 %)
           0.299 ( 0.889 %)
           0.394 ( 1.171 %)
           0.726 ( 2.155 %)
           0.527 ( 1.566 %)
           0.526 ( 1.561 %)
           0.421 ( 1.251 %)
       17407.782 (-580.906 %)
           0.702 ( 2.083 %)
           0.474 ( 1.410 %)
           0.390 ( 1.161 %)
           0.433 ( 1.286 %)
           0.526 ( 1.560 %)
           1.663 ( 4.880 %)
           1.623 ( 4.735 %)
           0.701 ( 2.076 %)
           2.132 ( 6.185 %)
           2.122 ( 6.202 %)
           0.608 ( 1.803 %)
           1.648 ( 4.832 %)
           0.903 ( 2.670 %)
           0.481 ( 1.428 %)
           1.444 ( 4.228 %)
           0.848 ( 2.512 %)
           0.145 ( 0.431 %)
           1.315 ( 3.873 %)
           0.641 ( 1.900 %)
           1.324 ( 3.889 %)
           1.968 ( 5.717 %)
           0.572 ( 1.699 %)
           0.454 ( 1.347 %)
           0.462 ( 1.372 %)
           0.466 ( 1.385 %)
           0.378 ( 1.124 %)
           0.570 ( 1.693 %)
           0.581 ( 1.725 %)
           0.773 ( 2.293 %)
           0.486 ( 1.444 %)
           0.787 ( 2.332 %)
           0.413 ( 1.229 %)
           1.260 ( 3.708 %)
           0.384 ( 1.140 %)
           0.376 ( 1.118 %)
           0.527 ( 1.565 %)
           0.496 ( 1.472 %)
           0.386 ( 1.149 %)
           0.401 ( 1.191 %)
           0.702 ( 2.085 %)
           0.632 ( 1.876 %)
           0.629 ( 1.869 %)
           0.710 ( 2.100 %)
           0.513 ( 1.522 %)
           0.513 ( 1.525 %)
           1.214 ( 3.587 %)
           0.482 ( 1.432 %)
           1.382 ( 4.072 %)
           0.568 ( 1.689 %)
           0.382 ( 1.135 %)
           0.953 ( 2.825 %)
           0.409 ( 1.217 %)
           0.664 ( 1.973 %)
           0.447 ( 1.330 %)
           0.543 ( 1.613 %)
           0.394 ( 1.172 %)
           0.805 ( 2.388 %)
           0.722 ( 2.145 %)
           0.403 ( 1.197 %)
           1.296 ( 3.834 %)
           0.436 ( 1.297 %)
           0.496 ( 1.474 %)
