0	5.61971e-17	4.47149e-17
1	9.15606e-17	5.67879e-17
2	5.99587e-17	4.88636e-17
3	8.62597e-17	5.737e-17
4	7.33597e-17	5.41942e-17
5	6.69605e-17	5.25079e-17
6	7.33351e-17	4.52669e-17
7	6.96764e-17	5.66039e-17
8	8.69582e-17	4.17879e-17
9	8.27182e-17	3.20554e-17
10	7.27152e-17	4.87195e-17
11	7.26032e-17	6.38352e-17
12	8.1612e-17	5.74395e-17
13	1.83105e-07	4.35877e-07
14	7.63324e-17	4.19947e-17
15	8.01832e-17	4.88516e-17
16	2.28882e-07	5.44848e-07
17	8.93539e-17	4.99477e-17
18	7.5051e-17	5.47414e-17
19	2.86103e-07	6.8106e-07
20	4.1008e-06	6.8106e-07
21	9.53674e-07	5.1082e-22
22	1.00136e-06	1.43051e-07
23	7.51018e-07	4.95973e-07
24	9.53674e-07	1.25044e-22
25	1.2219e-06	4.64573e-07
26	7.6592e-07	2.0757e-07
27	2.36631e-06	1.01924e-06
28	1.7479e-06	1.17059e-07
29	7.66665e-07	8.27001e-07
30	1.69873e-06	2.18444e-22
31	1.76169e-06	2.74425e-07
32	1.28057e-06	6.47152e-07
33	8.00658e-07	6.19009e-07
34	2.24039e-06	8.93324e-07
35	1.32989e-06	6.5107e-07
36	1.48905e-06	7.32787e-07
37	3.38536e-07	2.15802e-23
38	8.84232e-07	1.29902e-06
39	1.09139e-06	7.89796e-07
40	1.48045e-06	8.50608e-23
41	1.79776e-06	6.34628e-07
42	1.23994e-06	3.27758e-07
43	1.10377e-06	7.26214e-07
44	7.93283e-07	3.16866e-22
45	1.51696e-06	9.1426e-07
46	1.42936e-06	9.87084e-07
47	3.51961e-06	7.58325e-08
48	9.46096e-07	1.49592e-06
49	1.25173e-06	9.51629e-07
50	8.27404e-08	4.11649e-23
51	1.39019e-06	1.99767e-06
52	1.57086e-06	1.20283e-06
53	1.12677e-06	9.68264e-07
54	3.52022e-07	1.17377e-06
55	1.95944e-06	1.49618e-06
56	1.25728e-06	1.04854e-06
57	1.95436e-06	1.5457e-06
58	1.99573e-06	1.01097e-06
59	2.12464e-06	1.60993e-06
60	1.60822e-06	1.32152e-06
61	1.56405e-06	6.16566e-07
62	1.77889e-06	9.38614e-07
63	2.25674e-06	1.66064e-06
64	2.74263e-06	3.19655e-07
65	1.58716e-06	1.5763e-06
66	1.62279e-06	1.47898e-06
67	9.66765e-07	1.93916e-06
68	2.64625e-06	1.18883e-06
69	1.84302e-06	1.17785e-06
70	2.23151e-06	2.04414e-06
71	1.67071e-06	5.95824e-07
72	2.26654e-06	1.79527e-06
73	2.39214e-06	1.47708e-06
74	3.62143e-06	1.89235e-06
75	1.70886e-06	1.41123e-06
76	1.87105e-06	1.45077e-06
77	2.85718e-06	1.43582e-06
78	1.88079e-06	1.50309e-06
79	2.56426e-06	1.67783e-06
80	3.86471e-06	6.2137e-07
81	2.12894e-06	1.82492e-06
82	2.54934e-06	1.95562e-06
83	1.73826e-06	1.52089e-06
84	1.95775e-06	1.98599e-06
85	2.66543e-06	1.83793e-06
86	2.65908e-06	1.55226e-06
87	3.56381e-06	1.39927e-06
88	2.26817e-06	2.28361e-06
89	3.15674e-06	2.34948e-06
90	2.03852e-06	3.47589e-06
91	2.24047e-06	1.99801e-06
92	2.22461e-06	2.35924e-06
93	2.59388e-06	1.83404e-06
94	3.34484e-06	2.26413e-06
95	2.57167e-06	2.25403e-06
96	3.02923e-06	2.03737e-06
97	2.58761e-06	1.89345e-06
98	2.88725e-06	1.81333e-06
99	2.42975e-06	2.16223e-06
100	8.67928e-07	1.71928e-06
101	1.71195e-06	1.71035e-06
102	3.30531e-06	2.50745e-06
103	2.79664e-06	4.03049e-06
104	2.59747e-06	2.36295e-06
105	2.45542e-06	2.42539e-06
106	2.40807e-06	1.809e-06
107	3.1807e-06	2.59453e-06
108	3.28517e-06	2.21421e-06
109	2.48173e-06	2.95605e-06
110	3.48885e-06	4.84016e-07
111	3.384e-06	2.84905e-06
112	3.49138e-06	2.66824e-06
113	3.37292e-06	4.23956e-06
114	4.51485e-06	2.89549e-06
115	2.76789e-06	1.76943e-06
116	3.73022e-06	3.0802e-06
117	3.60985e-06	1.80599e-06
