0	6.04267e-17
1	2.49793e-07
2	7.94096e-08
3	1.43756e-07
4	8.26886e-08
5	1.09446e-07
6	2.0291e-08
7	4.17417e-08
8	1.66766e-08
9	8.01387e-09
10	6.34352e-09
11	1.1369e-08
12	1.31496e-08
13	3.49848e-09
14	4.29537e-09
15	1.95173e-09
16	3.24465e-09
17	1.10013e-09
18	1.70303e-09
19	8.66828e-10
20	6.13209e-10
21	6.74528e-10
22	2.68551e-10
23	4.81843e-10
24	2.76175e-10
25	3.35338e-11
26	1.73489e-10
27	7.82419e-11
28	1.20609e-11
29	2.35651e-11
30	5.46552e-11
31	2.09838e-11
32	1.43207e-11
33	7.50851e-12
34	8.58352e-12
35	1.99584e-12
36	8.25724e-12
37	5.47672e-12
38	2.14621e-13
39	2.78476e-12
40	2.58229e-13
41	2.22315e-12
42	4.52394e-13
43	9.77932e-14
44	8.66739e-13
45	5.52758e-13
46	1.32843e-14
47	2.32819e-13
48	2.48327e-13
49	9.77327e-14
50	7.83818e-15
51	8.7281e-14
52	3.76736e-15
53	3.47834e-14
54	2.41798e-14
55	1.01969e-14
56	1.44935e-14
57	6.24871e-15
58	7.6265e-15
59	6.44235e-15
60	2.92952e-15
61	2.05941e-15
62	1.22261e-15
63	5.00921e-16
64	1.34681e-15
65	2.52566e-15
66	1.48735e-16
67	2.6483e-15
68	6.39579e-15
69	1.1825e-15
70	5.96478e-16
71	3.47765e-15
72	4.80855e-15
73	1.39743e-15
74	1.60431e-16
75	5.03515e-15
76	2.06588e-15
77	1.18349e-15
78	9.08214e-15
79	2.99085e-16
80	9.08367e-15
81	8.34813e-15
82	2.93399e-15
83	2.07018e-15
84	6.08548e-15
85	5.81908e-15
86	2.34208e-15
87	3.15112e-15
88	1.6998e-15
89	1.54135e-16
90	6.91656e-16
91	8.34984e-16
92	1.10135e-14
93	9.2012e-15
94	3.8311e-15
95	6.59466e-15
96	1.03446e-15
97	3.69072e-16
98	2.99377e-15
99	6.36303e-15
100	1.47243e-16
101	7.38154e-16
102	6.20023e-15
103	1.89486e-15
104	4.96073e-15
105	3.8398e-15
106	8.75318e-15
107	2.40908e-15
108	8.67915e-15
109	5.06879e-15
110	1.50392e-15
111	1.53161e-16
112	8.56347e-16
113	2.28266e-16
114	1.84608e-14
115	4.98409e-15
116	2.79731e-15
117	7.03896e-15
118	7.88706e-15
119	1.15546e-15
120	1.31717e-15
121	1.30099e-16
122	6.56806e-15
123	2.19094e-15
124	1.00353e-14
125	1.45777e-14
126	1.57778e-14
127	1.1929e-15
128	3.7535e-15
129	3.0642e-15
130	1.06159e-15
131	1.81745e-15
132	5.01628e-15
133	1.82301e-15
134	5.86664e-16
135	1.12649e-14
136	4.45947e-15
137	1.30126e-14
138	2.04238e-15
139	8.41951e-15
140	1.24111e-14
141	1.06354e-14
142	6.1235e-15
143	7.64177e-16
144	1.23445e-14
145	5.48649e-15
146	8.88077e-15
147	3.79944e-16
148	9.49197e-16
149	2.24291e-15
150	7.27997e-15
151	5.78079e-15
152	1.34837e-14
153	5.32226e-16
154	6.51216e-15
155	9.3075e-16
156	2.32317e-15
157	1.39191e-14
158	1.21369e-15
159	2.39214e-17
160	1.2881e-14
161	2.63407e-15
162	7.18792e-16
163	3.16944e-15
164	9.8544e-15
165	3.14705e-16
166	8.34411e-15
167	7.33214e-15
168	1.67137e-14
169	4.51352e-15
170	7.98988e-15
171	6.33897e-15
172	3.51072e-15
173	4.56245e-15
174	3.30319e-15
175	1.49988e-14
176	4.34761e-16
177	3.16525e-15
178	1.53912e-14
179	2.67471e-15
180	1.43945e-14
181	1.33046e-14
182	1.19999e-14
183	1.25771e-14
184	8.14422e-15
185	1.11125e-14
186	1.4515e-14
187	5.35587e-15
188	1.51757e-14
189	7.90824e-15
190	1.50611e-14
191	3.79168e-15
192	3.99189e-15
193	5.81932e-15
194	1.71255e-14
195	1.82356e-15
196	7.41907e-15
197	1.31969e-14
198	1.30625e-15
199	3.85985e-15
200	1.15733e-15
