0 0
5 9.88995e-08
10 2.36908e-07
15 3.49755e-07
20 4.90528e-07
25 5.83806e-07
30 5.41227e-07
35 7.54843e-07
40 9.3133e-07
45 9.05402e-07
50 1.07043e-06
55 1.20173e-06
60 1.41904e-06
65 1.44443e-06
70 1.59978e-06
75 1.53818e-06
80 1.57845e-06
85 2.01167e-06
90 2.20954e-06
95 2.29435e-06
100 2.25477e-06
105 2.16489e-06
110 2.45169e-06
115 2.37004e-06
120 2.96361e-06
125 2.76232e-06
130 3.058e-06
135 3.02891e-06
140 3.32419e-06
145 3.46298e-06
150 3.66923e-06
155 3.36381e-06
160 3.5054e-06
165 3.73532e-06
170 3.29573e-06
175 3.63571e-06
180 3.90071e-06
185 4.76524e-06
190 4.55076e-06
195 5.30622e-06
200 4.55363e-06
205 4.4191e-06
210 4.54842e-06
215 5.13551e-06
220 4.43706e-06
225 5.64979e-06
230 5.05278e-06
235 4.89354e-06
240 5.31245e-06
245 5.55447e-06
250 4.97909e-06
255 6.46074e-06
260 5.75408e-06
265 6.34913e-06
270 6.49375e-06
275 6.19685e-06
280 6.15908e-06
285 6.41811e-06
290 5.99431e-06
295 6.07767e-06
