0	1.000000	1.000000
1	1.110000	1.110000
2	1.232100	1.232100
3	1.367631	1.367631
4	1.518071	1.518071
5	1.685058	1.685058
6	1.870415	1.870414
7	2.076160	2.076159
8	2.304538	2.304539
9	2.558037	2.558038
10	2.839422	2.839421
11	3.151757	3.151757
12	3.498451	3.498453
13	3.883281	3.883282
14	4.310443	4.310441
15	4.784589	4.784587
16	5.310894	5.310895
17	5.895096	5.895094
18	6.543554	6.543551
19	7.263345	7.263337
20	8.062313	8.062312
21	8.949169	8.949152
22	9.933574	9.933571
23	11.026267	11.026258
24	12.239161	12.239152
25	13.585472	13.585476
26	15.079874	15.079888
27	16.738657	16.738640
28	18.579912	18.579893
29	20.623703	20.623686
30	22.892313	22.892302
31	25.410450	25.410501
32	28.205599	28.205599
33	31.308228	31.308229
34	34.752129	34.752132
35	38.574871	38.574848
36	42.818123	42.818089
37	47.528084	47.528084
38	52.756191	52.756260
39	58.559383	58.559330
40	65.000862	65.000999
41	72.150970	72.151115
42	80.087563	80.087791
43	88.897263	88.897263
44	98.675926	98.676010
45	109.530319	109.530121
46	121.578613	121.578461
47	134.952301	134.952225
48	149.797043	149.796783
49	166.274658	166.274628
50	184.564987	184.564484
51	204.866943	204.867432
52	227.402374	227.401688
53	252.416641	252.417435
54	280.182678	280.183563
55	311.002838	311.003540
56	345.213013	345.212585
57	383.186707	383.186401
58	425.336853	425.336548
59	472.123718	472.124817
60	524.057312	524.056885
61	581.704102	581.704834
62	645.691895	645.690491
63	716.717712	716.715820
64	795.556152	795.555664
65	883.067993	883.066406
66	980.205139	980.208984
67	1088.027344	1088.028320
68	1207.710571	1207.706909
69	1340.558838	1340.562378
70	1488.020874	1488.014771
71	1651.702271	1651.703613
72	1833.390137	1833.390015
73	2035.062012	2035.055420
74	2258.920898	2258.917480
75	2507.399902	2507.413086
76	2783.215820	2783.201416
77	3089.371094	3089.366455
78	3429.198486	3429.202393
79	3806.413086	3806.424561
80	4225.117188	4225.130859
81	4689.885742	4689.871582
82	5205.769043	5205.756348
83	5778.398438	5778.425293
84	6414.028320	6414.032227
85	7119.566406	7119.539062
86	7902.721680	7902.700684
87	8772.017578	8771.992188
88	9736.950195	9736.932617
89	10808.013672	10808.004883
90	11996.888672	11996.923828
91	13316.547852	13316.593750
